_id,ltable_id,rtable_id,ltable_Unnamed: 0,ltable_name,ltable_genus,ltable_family,ltable_ecology,ltable_countries,ltable_threat_paragraph,ltable_conservation_paragraph,ltable_pop_trend,ltable_status,ltable_country_count,ltable_scientific_name,ltable_block,rtable_Unnamed: 0,rtable_scientific_name,rtable_name,rtable_kingdom,rtable_phylum,rtable_class,rtable_order,rtable_family,rtable_genus,rtable_size,rtable_threats,rtable_conservation,rtable_threat_keywords,rtable_conservation_keywords,rtable_tCount,rtable_cCount,rtable_block,label
12496181,6311,1578,6311,,Shorea,Dipterocarpaceae,Terrestrial,"Brunei Darussalam; Indonesia (Kalimantan); Malaysia (Sabah, Sarawak); ","
    Directly threatened by logging activities because trees do not reach reproductive maturity between the current logging cycles.

    
  ",,,"
    Critically Endangered


    A1cd

    ",3,Shorea hypoleuca,yes,1578,Shorea contorta,white lauan ,Plantae,Tracheophyta,Magnoliopsida,Theales,Dipterocarpaceae,Shorea ,Height: up to 50 m (2)Trunk diameter: up to 182 cm (2),Numbers of white lauan have become depleted due to logging and <strong>slash-and-burn</strong> agriculture (2) (4).  The valuable timber of the white lauan is used for general construction and for furniture making (2).,The white lauan most likely occurs in a number of protected areas throughout the Philippines such as the Sierra Madre.  However despite this so-called protection illegal logging activities can continue to pose a threat (5). , ,protected; ,0,1.0,yes,0
10867484,189,1373,189,ankarana sportive lemur,Lepilemur,Lepilemuridae,Terrestrial,Madagascar; ,"
    The major threats to this species are forest loss, particularly for charcoal (such as in Analamerana and Andrafiamena), and hunting (exacerbated by mining in the region for sapphires).

    
  ","['\n    This species is listed on Appendix I of CITES. The species is found in Montagne dâ??Ambre National Park and in three special reserves (Analamerana, Ankarana, and FÃ´ret dâ??Ambre), as well as in the Andrafiamena Classified Forest (Mittermeier ', <em>et al.</em>, ' 2008). Improved management and protection of Analamerana is urgently required, and long-term scientific presence within the existing reserve is encouraged. Andrafiamena should be included within a protected area.\n\n    \n  ']",Decreasing,"
    Endangered


    B1ab(i,iii,v)

    ",1,Lepilemur ankaranensis,yes,1373,Lepilemur septentrionalis,northern sportive lemur ,Animalia,Chordata,Mammalia,Primates,Lepilemuridae,Lepilemur ,700 - 800 g (2),Like much of the native fauna of Madagascar northern sportive lemurs are at risk from loss of their habitats (2). Much of this habitat destruction is caused by extensive â??slash and burnâ?? techniques as forests are destroyed to provide more agricultural land for an increasing population (8). The animals are also hunted for food in spite of being officially protected (2).,The population of northern sportive lemurs is believed to be between 10000 and 100000 animals with as many as 564 individuals per square kilometre in some areas. It has been recorded in four protected areas in the north of Madagascar (2). ,loss; ,protected; ,1,1.0,yes,0
5677821,2766,717,2766,,Nepenthes,Nepenthaceae,Terrestrial,Madagascar; ,,['\n    Currently listed on CITES Appendix II.\n\n    \n  '],,"
    Endangered


    C2b

    ",1,Nepenthes masoalensis,yes,717,Nepenthes boschiana,pitcher plant ,Plantae,Tracheophyta,Magnoliopsida,Nepenthales,Nepenthaceae,Nepenthes ,Height: up to 5m (2)Pitcher height: 20 cm (2),<i>Nepenthes</i> species are threatened by a combination of over-collection and habitat loss (2).  In Indonesia habitat destruction is a major problem as a result of illegal and commercial logging and large agricultural projects such as rubber and oil palm plantations (7).  <i>Nepenthes boschiana</i> is not found in any national park or protected area (8) and has a highly localised distribution making this species particularly susceptible to extinction through habitat destruction or catastrophic environmental events such as drought or fire. In addition montane species such as <i>Nepenthes boschiana</i> take longer to recover than lowland plants after such events as growth is slower (2).,Although listed under Appendix II of the Convention on International Trade in Endangered Species (CITES) which limits the international export of this species (3) trade is very difficult to regulate.  There is no requirement for internationally traded <i>Nepenthes</i> to be identified down to species level and plants simply labelled as <i>Nepenthes </i>accounted for 94 percent of all exported <i>Nepenthes </i>plants between 1988 and 1993.  This needs to be remedied and urgent attention is required to close other trade loopholes (2).  <i>Nepenthes</i> species including <i>Nepenthes boschiana</i> are being increasingly cultivated helping to reduce the impact on wild populations.  Conservation efforts can be made more effective not only by the implementation and enforcement of protective laws but also by the encouragement of artificial propagation and establishment of habitat reserves (8). ,loss;environmental;environment; ,cites; ,3,1.0,yes,0
12504098,6313,1579,6313,,Shorea,Dipterocarpaceae,Terrestrial,Indonesia (Kalimantan); Malaysia (Sarawak); ,"
    Forest degradation and logging have brought the species close to extinction. Its slow growth makes it particularly vulnerable to the affects of continual logging.

    
  ",,,"
    Critically Endangered


    A1cd, B1+2bde, C2a

    ",2,Shorea induplicata,yes,1579,Shorea contorta,white lauan ,Plantae,Tracheophyta,Magnoliopsida,Theales,Dipterocarpaceae,Shorea ,Height: up to 50 m (2)Trunk diameter: up to 182 cm (2),Numbers of white lauan have become depleted due to logging and <strong>slash-and-burn</strong> agriculture (2) (4).  The valuable timber of the white lauan is used for general construction and for furniture making (2).,The white lauan most likely occurs in a number of protected areas throughout the Philippines such as the Sierra Madre.  However despite this so-called protection illegal logging activities can continue to pose a threat (5). , ,protected; ,0,1.0,yes,0
9092238,5818,1148,5818,delacours langur,Trachypithecus,Cercopithecidae,Terrestrial,Viet Nam; ,"
    Hunting for the purposes of traditional ""medicine"" is the primary threat facing this species; most of the populations that survive are heavily reduced and fragmented. Only the subpopulation at Van Long, with about 50 individuals, is thought likely to survive given the current hunting pressure; however, quarrying for limestone (cement), which is currently taking place there, has affected the ranging behaviour of the animals (T. Nadler pers. comm.). The smallest groups are extremely unlikely to survive should the one reproductively active male be taken or killed (Nadler 2004). Forest loss is a more minor threat as it occurs in degraded areas. A potential threat is the rapid development of tourist facilities adjacent to protected areas, especially around Van Long and Hoa Lu Nature Reserves.

    
  ","[""\n    This species is currently listed only as CITES Appendix II. It is considered 'endangered' in Viet Nam, and is listed as a 'most endangered' species under Annex 1B of Decree 32 (2006). It occurs in six protected areas, but many still experience high hunting pressure. Van Long Nature Reserve was established for this species in 2001, and there has been some evidence of population growth in this reserve in the past five years. The connection of forest fragments in some already protected areas, such as Van Long, could greatly increase the size and survivability of some subpopulations. Also considered as beneficial population management for this species are the translocation of severely threatened (small) groups to safe and suitable habitat, and the augmentation of existing groups with offspring from a captive population. Delacour's langurs have been successfully kept and bred in captivity at the Endangered Primate Rescue Center in Cuc Phuong National Park, Viet Nam, which is currently the only collection keeping this species (Nadler 2004). It is necessary to ensure the sustainability of these programs. The Provincial People's Committees need to be encouraged to mitigate against ongoing development activities that encroach upon protected areas where Delacour's langurs occur.\n\n    \n  ""]",Decreasing,"
    Critically Endangered


    C2a(i)

    ",1,Trachypithecus delacouri,yes,1148,Trachypithecus delacouri,delacours langur ,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Trachypithecus ,Male head-to-body length: 57 â?? 62 cm (2)Female head-to-body length: 57 â?? 59 cm (2)Mail tail length: 82 - 88 cm (2)Female tail length: 84 â?? 86 cm (2)Male weight: 7.5 â?? 10.5 kg (2)Female weight: 6.2 â?? 9.2 kg (2),With as few as 270 to 300 estimated individuals remaining in 19 isolated populations and 14 of these populations predicted to disappear in the next decade Delacourâ??s langur is dangerously close to extinction (1) (8). During the 1990s when Vietnam opened itself up to the international community and the Chinese economy started to boom traders and poachers moved in to utilise Vietnamâ??s biodiversity (4). Poachers killed this langur not only for meat but also for bones organs and tissues that are used in traditional medicines (8). Hunting has reduced in recent years with increasing legal protection but continues to pose a significant threat. Habitat loss is also a danger to this species with the World Conservation Monitoring Centre of the United Nations Environment Programme (UNEP-WCMC) estimating that a total of 30000 hectares of forest are destroyed each year in Vietnam (4). The clearing of forests to accommodate human commercial and residential growth continues to separate the remaining populations of Delacourâ??s langur which are now at risk of becoming too small to be viably sustainable (2). Sixty percent of Delacourâ??s langurs occur in isolated populations of fewer than 20 individuals. The loss of these sub-populations and consequently 60 percent of the whole population is feared likely in the near future without management strict regulations and law enforcement (5).,Four areas where Delacourâ??s langurs are protected include: Cuc Phuong National Park Pu Luong Nature Reserve Hoa Lu Cultural and Historical Site and the recently-established Van Long Nature Reserve which is believed to contain the largest remaining population of around 70 individuals (5) (8). Unfortunately protected areas often suffer more from poaching than unprotected areas because their dense population of wildlife is seen as more profitable (2). Thus conservation groups are working to increase the level of protection and law enforcement within these protected areas. The Van Long Nature Reserve is now well guarded by rangers largely funded by the Frankfurt Zoological Society. The Pu Luong Nature Reserve also employs a large number of rangers which are helping to save the small remaining populations (8). These are encouraging steps towards helping the survival of Delacourâ??s langur listed as one of the 25 most endangered primates in the world (8). Recent commitments by the Vietnamese government and several international conservation organisations to do more to protect Delacourâ??s langur have greatly increased the chances of saving this rare and remarkable species (2). ,loss;hunting;environment; ,protected; ,3,1.0,yes,1
9071182,592,1146,592,"gnthers gecko, round island day gecko",Phelsuma,Gekkonidae,,Mauritius; ,,['\n    It is listed on CITES Appendix II.\n\n    \n  '],,"
    Endangered


    D

    ",1,Phelsuma guentheri,yes,1146,Phelsuma antanosy,day gecko ,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Phelsuma ,Snout-vent length: 3.3 - 4.8 cm (2),Occupying an area thought to be no more than nine square kilometres the day gecko is threatened by further loss of its habitat. This extremely rare gecko has a highly fragmented distribution making it vulnerable to any detrimental activities within what little habitat remains (1). One small population is likely to be lost within the next 25 years as mining activity is planned in part of Sainte Luce while many other populations are under continual threat from local communities exploiting the forestâ??s resources (1). Indeed the day gecko is suspected to have become extinct in Petriky Forest due to tree felling for timber fuel and conversion to agricultural land (2). This highly specialised species is also threatened by the selective removal of <em>Pandus</em> trees (1). ,The Ambatotsirongorongo Forest which supports a large proportion of the remaining day gecko population is encompassed by a newly created protected area. Five forest fragments at Sainte Luce in which the day gecko is also found are also managed within a community resource use agreement which aims to protect the local peopleâ??s livelihoods whilst conserving biodiversity (1). However the successful management of these areas will very much depend on the support of the local people and the abandonment of destructive activities such as slash-and-burn agriculture and hunting (7). Fortunately for the day gecko <em>Phelsuma </em> species breed well in captivity and the initiation of a captive-breeding programme for this gecko may well safeguard it from extinction (2).  ,loss;pet; ,protected; ,2,1.0,yes,0
6241117,4097,788,4097,whitestriped reed frog,Hyperolius,Hyperoliidae,Terrestrial; Freshwater,"Congo, The Democratic Republic of the; ","
    It is threatened by habitat loss for agricultural activities (crops and heavy livestock grazing, especially on Itombwe Plateau), wood extraction, and the expansion of human settlements. Artisanal mining is ongoing within the species' range. A road within the species range was planned for rehabilitation, which would allow the commercial mining of gold and coltan, and logging to take place (Greenbaum and Kusamba 2012).

    
  ","['\n', <span style="""">Itombwe Natural Reserve was established in October 2006 (Greenbaum and Kusamba 2012) and the Tumungu records may be within that Reserve (Greenbaum pers. comm. July 2014). However, this does not afford sufficient protection to the species and improved protection of the habitat within the Reserve is required. Further research is required to better understand the species' population trends and status, its life history and ecology, and how present threats affect it.<br/></span>, '\n']",Decreasing,"
    Endangered


    B1ab(iii)

    ",1,Hyperolius leucotaenius,yes,788,Hyperolius thomensis,sao tome giant treefrog ,Animalia,Chordata,Amphibia,Anura,Hyperoliidae,Hyperolius ,Male length: 27 - 41 mm (2)Female length: 36 - 49 mm (2),Forest clearance began on SÃ£o TomÃ© in the late 15th century when early colonisers made space for the cultivation of sugar cane. In the 1800s the rate of deforestation accelerated dramatically first with the production of coffee and later with cocoa. At one stage in the early 20th century SÃ£o TomÃ© was the worldâ??s largest producer of cocoa with an estimated 42 percent of the island being devoted to its production. The crash in the price of cocoa and the islandâ??s conversion to independence in 1975 significantly slowed down the rate of forest clearance but not before almost all the islandâ??s lowland <strong>primary forest</strong> had been destroyed (9).,There are no known specific conservation measures in place for the SÃ£o TomÃ© giant treefrog but this species does occur in the protected Obo National Park (1).  ,loss;pet; ,protected; ,2,1.0,yes,0
2103588,6113,265,6113,white meranti,Shorea,Dipterocarpaceae,Terrestrial,Malaysia (Sabah); ,"
    Threatened by habitat conversion and degradation.

    
  ",['\n    The species also occurs in some primary forest reserves.\n\n    \n  '],,"
    Critically Endangered


    A1cd

    ",1,Shorea symingtonii,yes,265,Shorea platyclados,dark red meranti ,Plantae,Tracheophyta,Magnoliopsida,Theales,Dipterocarpaceae,Shorea ,Trunk diameter: up to 172 cm (2),Dipterocarp forests have become amongst the most endangered in the world widely logged for use in furniture-making general construction and boat-building (7). Furthermore the slow growth of these trees and late flowering mean that many trees are cut down before having a chance to reproduce (4).,Some subpopulations of this species are found in primary forest reserves where they receive varying levels of protection (1). Furthermore because of their high economic value there have been efforts to replant dipterocarp forests which may include species such as this dark red meranti (4). , , ,0,0.0,yes,0
12503737,5952,1579,5952,,Shorea,Dipterocarpaceae,Terrestrial,Sri Lanka; ,,,,"
    Critically Endangered


    A1cd

    ",1,Shorea gardneri,yes,1579,Shorea contorta,white lauan ,Plantae,Tracheophyta,Magnoliopsida,Theales,Dipterocarpaceae,Shorea ,Height: up to 50 m (2)Trunk diameter: up to 182 cm (2),Numbers of white lauan have become depleted due to logging and <strong>slash-and-burn</strong> agriculture (2) (4).  The valuable timber of the white lauan is used for general construction and for furniture making (2).,The white lauan most likely occurs in a number of protected areas throughout the Philippines such as the Sierra Madre.  However despite this so-called protection illegal logging activities can continue to pose a threat (5). , ,protected; ,0,1.0,yes,0
9008826,1556,1138,1556,heartleafed scalesia,Scalesia,Compositae,Terrestrial,Ecuador (GalÃ¡pagos); ,"
    A continuing decline in the extent of the woodland is evident. Damage is being caused by introduced herbivores, invasive weeds are causing habitat degradation and areas are being cleared by local inhabitants. There is also the constant threat of volcanic eruption.

    
  ",,,"
    Endangered


    B1+2c

    ",1,Scalesia cordata,yes,1138,Scalesia divisa,daisy tree ,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Scalesia ,Max height: 4 m (2),Since humans arrived on the Galapagos dramatic ecological changes have been caused by agricultural activities exploitation of native species and the introduction of non-native animals and plants (7). Consequently many species of <i>Scalesia</i> are now under significant threat of extinction. For <i>Scalesia</i> <i>divisa</i> the greatest concern is introduced goats which have caused extensive damage to the few remaining populations (1) (4).,Scientists at the Charles Darwin Research Station are involved in several projects to restore and preserve populations of <i>Scalesia </i>species including those on San CristÃ³bal (4). The management priority on San CristÃ³bal is to eradicate the feral ungulates that are causing so much damage (7). , , ,0,0.0,yes,0
5766433,4313,728,4313,,Nasikabatrachus,Nasikabatrachidae,Terrestrial; Freshwater,India; ,"
    The main threat is forest loss due to expanding cultivation (of coffee, cardamom, ginger and other species).

    
  ","['\n    It has not yet been recorded from any protected areas, making the protection of forest habitat within its range an urgent priority.\n\n    \n  ']",Decreasing,"
    Endangered


    B1ab(iii)

    ",1,Nasikabatrachus sahyadrensis,yes,728,Nasikabatrachus sahyadrensis,purple frog ,Animalia,Chordata,Amphibia,Anura,Nasikabatrachidae,Nasikabatrachus ,Snout-vent length: 5.3 â?? 9 cm (2),Known from only 135 individuals of which only three are female the purple frog is thought to be an extremely rare species. The main threat to this elusive frog is the loss of its forest habitat to encroaching agriculture (1). Within the Western Ghats over 90 percent of the forest has been lost with conversion to coffee cardamom ginger and other crop plantations the most significant agents (1) (2). The potential for dam developments to inundate vast areas of its habitat also mean that the status of the purple frog is extremely precarious (7).,Due to its threatened status and evolutionary distinctiveness the purple frog is categorised as a focal species on the Zoological Society of Londonâ??s EDGE of Existence programme. This project aims to highlight the need for the conservation of this unique species while establishing a set of conservation priorities and as a result studies are currently being undertaken to investigate the purple frogâ??s ecology and threats (5).  ,loss; ,protected; ,1,1.0,yes,1
4414611,5956,557,5956,,Shorea,Dipterocarpaceae,Terrestrial,Sri Lanka; ,,,,"
    Critically Endangered


    A1cd, C2a

    ",1,Shorea zeylanica,yes,557,Shorea leprosula,light red meranti ,Plantae,Tracheophyta,Magnoliopsida,Theales,Dipterocarpaceae,Shorea ,Height: up to 60 m (2),Light red meranti has been heavily exploited for its valuable timber leaving populations of this threatened tree drastically reduced (1).,The light red meranti is known to occur in some forest reserves (1). , , ,0,0.0,yes,0
6241115,4095,788,4095,bobiri reed frog,Hyperolius,Hyperoliidae,Terrestrial; Freshwater,Ghana; ,"
    It is presumably threatened by ongoing habitat loss due to logging, agriculture and human settlements.

    
  ",['\n    The species occurs in the Bobiri Forest Reserve (although it is not clear how well protected this is) as well as the Ankasa Conservation Area.\n\n    \n  '],Decreasing,"
    Endangered


    B1ab(iii)

    ",1,Hyperolius bobirensis,yes,788,Hyperolius thomensis,sao tome giant treefrog ,Animalia,Chordata,Amphibia,Anura,Hyperoliidae,Hyperolius ,Male length: 27 - 41 mm (2)Female length: 36 - 49 mm (2),Forest clearance began on SÃ£o TomÃ© in the late 15th century when early colonisers made space for the cultivation of sugar cane. In the 1800s the rate of deforestation accelerated dramatically first with the production of coffee and later with cocoa. At one stage in the early 20th century SÃ£o TomÃ© was the worldâ??s largest producer of cocoa with an estimated 42 percent of the island being devoted to its production. The crash in the price of cocoa and the islandâ??s conversion to independence in 1975 significantly slowed down the rate of forest clearance but not before almost all the islandâ??s lowland <strong>primary forest</strong> had been destroyed (9).,There are no known specific conservation measures in place for the SÃ£o TomÃ© giant treefrog but this species does occur in the protected Obo National Park (1).  ,loss;pet; ,protected; ,2,1.0,yes,0
9079171,666,1147,666,,Phelsuma,Gekkonidae,Terrestrial,Madagascar; ,"
    Threats to this species are poorly known. It occurs in agricultural areas and this habitat is not threatened, but it has a fragmented distribution and illegal collection appears to represent a localized threat.

    
  ","['\n    This species has not been found in any protected areas but may occur in Mananara-Nord. It is not subject to any conservation measures, but enforcement of national and international trade legislation is recommended. Species of ', <em>Phelsuma</em>, "" are included on CITES Appendix II. More surveys are needed throughout this species' known range, especially at its northern extent, to establish its full extent of occurrence and its area of occupancy, as well as its exposure to threats.\n\n    \n  ""]",Decreasing,"
    Endangered


    B1ab(v)

    ",1,Phelsuma serraticauda,yes,1147,Phelsuma antanosy,day gecko ,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Phelsuma ,Snout-vent length: 3.3 - 4.8 cm (2),Occupying an area thought to be no more than nine square kilometres the day gecko is threatened by further loss of its habitat. This extremely rare gecko has a highly fragmented distribution making it vulnerable to any detrimental activities within what little habitat remains (1). One small population is likely to be lost within the next 25 years as mining activity is planned in part of Sainte Luce while many other populations are under continual threat from local communities exploiting the forestâ??s resources (1). Indeed the day gecko is suspected to have become extinct in Petriky Forest due to tree felling for timber fuel and conversion to agricultural land (2). This highly specialised species is also threatened by the selective removal of <em>Pandus</em> trees (1). ,The Ambatotsirongorongo Forest which supports a large proportion of the remaining day gecko population is encompassed by a newly created protected area. Five forest fragments at Sainte Luce in which the day gecko is also found are also managed within a community resource use agreement which aims to protect the local peopleâ??s livelihoods whilst conserving biodiversity (1). However the successful management of these areas will very much depend on the support of the local people and the abandonment of destructive activities such as slash-and-burn agriculture and hunting (7). Fortunately for the day gecko <em>Phelsuma </em> species breed well in captivity and the initiation of a captive-breeding programme for this gecko may well safeguard it from extinction (2).  ,loss;pet; ,protected; ,2,1.0,yes,0
4414980,6325,557,6325,dark red meranti,Shorea,Dipterocarpaceae,Terrestrial,Brunei Darussalam; Malaysia (Sarawak); ,"
    It is particularly threatened by logging operations because it grows too slowly to reach reproductive maturity between cutting cycles.

    
  ",,,"
    Critically Endangered


    A1cd, C2a

    ",2,Shorea pachyphylla,yes,557,Shorea leprosula,light red meranti ,Plantae,Tracheophyta,Magnoliopsida,Theales,Dipterocarpaceae,Shorea ,Height: up to 60 m (2),Light red meranti has been heavily exploited for its valuable timber leaving populations of this threatened tree drastically reduced (1).,The light red meranti is known to occur in some forest reserves (1). , , ,0,0.0,yes,0
7281382,7497,919,7497,red peeping frog,Eleutherodactylus,Eleutherodactylidae,Terrestrial,Mexico; ,"
    The main threat is habitat disturbance and loss due mainly to agriculture and logging.

    
  ","['\n    The species\' range is not currently within any protected area, which means that habitat maintenance and protection is essential to ensure its persistence. Survey work to evaluate the current population status of this species is also needed. This species is protected by Mexican law under the ""Special Protection"" category (Pr).\n\n    \n  ']",Decreasing,"
    Critically Endangered


    B1ab(iii)

    ",1,Eleutherodactylus rufescens,yes,919,Eleutherodactylus schwartzi,virgin islands coqui ,Animalia,Chordata,Amphibia,Anura,Leptodactylidae,Eleutherodactylus ,Female snout-vent length: up to 34 mm (2),Currently almost a quarter of all amphibian species on the British Virgin Islands are categorised as endangered indicating that the islandsâ?? unique fauna is facing a wealth of threats. Habitat degradation and conversion to developments for tourism human settlements and road construction are particularly severe problems while predation from introduced mammals such as rats and mongoose also threatens many native species (6). As a result of these threats the range of the Virgin Islands coqui has become highly fragmented and there is an ongoing decline in the quality of its habitat. The small distinct population on Great Dog is particularly vulnerable. The Virgin Islands coqui also appears to be declining with the spread of the predatory Cuban tree frog (<em>Osteopilus septentrionalis</em>) (1).<em>  </em>,A number of conservation recommendations have been made to protect the native fauna of the British Virgin Islands including the creation of protected areas and minimising the impacts of development through the better enforcement of protective legislation. Increased monitoring efforts for amphibian populations may also be required given the potential for deadly diseases such as the fungus chytridiomycosis to break out on the island especially as disease has been associated with dramatic amphibian declines on nearby islands (6). Additional study and protection of the Virgin Islands coqui population on Great Dog is a conservation priority for the species while there is also a need to afford its habitat on Tortola and Virgin Gorda increased protection and control invasive predators (1) (6). , ,protected; ,0,1.0,yes,0
6253805,955,790,955,,Barbus,Cyprinidae,Freshwater,Guinea; Liberia; ,"
    There are indications of deterioration in habitat quality due to deforestation resulting in siltation.

    
  ",['\n    None known.\n\n    \n  '],Unknown,"
    Endangered


    B1ab(iii)+2ab(iii)

    ",2,Barbus aliciae,yes,790,Barbus serra,sawfin ,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Barbus ,up to 7 kg (3),Once widespread and abundant throughout the Olifants River system (2) recent surveys found that sawfin numbers are now dangerously low and it has disappeared entirely from parts of the main stem of the Olifants River (4).  This has been caused by introduced predatory fish primarily the smallmouth bass (<i>Micropterus dolomieu</i>) in addition to habitat degradation and fragmentation (2).  As the Olifants River region experiences hot dry summers water is extracted from the main river and its tributaries to irrigate the surrounding agricultural land.  Impoundments are also constructed to store water after the winter rainy season.  Furthermore river beds are bulldozed into wide channels to prevent the adjacent land from being flooded in the rainy season (2).  Such activities greatly alter the habitat of the sawfin and restrict its ability to move freely between different areas.,CapeNature a public institution responsible for biodiversity in the Western Cape (5) classifies the sawfin as endangered which makes it an offence to remove captured fish from rivers and dams.  CapeNature also undertakes regular surveys of the Olifants River system and has successfully cultured the sawfin since 1994.  Juveniles are then introduced to suitable natural habitats or stocked into farm dams to establish refuge populations.  Small parts of the sawfinâ??s range fall within protected areas including the Cedarberg Matjies River and Oorlogskloof Nature Reserves (2).  However to ensure the sawfinâ??s future it is vital to protect the habitat in the specific tributaries and the small section of the Olifants River mainstream where the sawfin remains abundant.  In addition efforts to prevent further introductions of alien predatory fish species are imperative (2). ,fragmentation; ,protected; ,1,1.0,yes,0
11150645,6325,1408,6325,dark red meranti,Shorea,Dipterocarpaceae,Terrestrial,Brunei Darussalam; Malaysia (Sarawak); ,"
    It is particularly threatened by logging operations because it grows too slowly to reach reproductive maturity between cutting cycles.

    
  ",,,"
    Critically Endangered


    A1cd, C2a

    ",2,Shorea pachyphylla,yes,1408,Shorea almon,philippine mahogany ,Plantae,Tracheophyta,Magnoliopsida,Theales,Dipterocarpaceae,Shorea ,Height: 70 m (2)Trunk diameter: 1.6 m (2),The Philippine mahogany has become depleted due to logging and <strong>slash-and-burn</strong> farming (2).  The moderately hard and comparatively light timber is in great demand for plywood (2) (3) and is also used for furniture boat decking and for many other purposes (2).,Despite being Critically Endangered it is not clear whether any conservation measures exist for this species. , , ,0,0.0,yes,0
6233369,4264,787,4264,,Physalaemus,Leptodactylidae,Terrestrial; Freshwater,Brazil; ,"
    The major threats are habitat loss due to conversion of habitat to eucalyptus plantations, and human disturbance.

    
  ","['\n    It occurs in the Florestal Nacional Mario Xavier protected area, but this is poorly protected and in need of improved management.\n\n    \n  ']",Decreasing,"
    Endangered


    B1ab(iii)+2ab(iii)

    ",1,Physalaemus soaresi,yes,787,Physalaemus soaresi,santa cruz dwarf frog ,Animalia,Chordata,Amphibia,Anura,Leiuperidae,Physalaemus ,c. 1.05 g (2),The Santa Cruz dwarf frog has a small population and a very limited range and is currently threatened by habitat loss (1) (2). The <strong>Atlantic forest</strong> of Brazil has been largely destroyed by deforestation agriculture plantations urbanisation infrastructure development and wildfires (6) (8) and Brazilâ??s amphibians may also face threats from disease invasive species and climate change (6) (9).,The Santa Cruz dwarf frog is found in the Florestal Nacional Mario Xavier protected area but this site needs improved management and protection (1). The new location at which this species was found is partially within the Parque Natural Municipal da Serra do Mendanha but the areas the Santa Cruz dwarf frog probably inhabits are still under threat (2). ,loss;invasive;disease; ,captive breeding;protected; ,3,2.0,yes,1
2111341,5951,266,5951,,Shorea,Dipterocarpaceae,Terrestrial,Sri Lanka; ,,,,"
    Critically Endangered


    A1cd

    ",1,Shorea cordifolia,yes,266,Shorea platyclados,dark red meranti ,Plantae,Tracheophyta,Magnoliopsida,Theales,Dipterocarpaceae,Shorea ,Trunk diameter: up to 172 cm (2),Dipterocarp forests have become amongst the most endangered in the world widely logged for use in furniture-making general construction and boat-building (7). Furthermore the slow growth of these trees and late flowering mean that many trees are cut down before having a chance to reproduce (4).,Some subpopulations of this species are found in primary forest reserves where they receive varying levels of protection (1). Furthermore because of their high economic value there have been efforts to replant dipterocarp forests which may include species such as this dark red meranti (4). , , ,0,0.0,yes,0
9044123,5193,1142,5193,orlovs viper,Vipera,Viperidae,Terrestrial,Russian Federation; ,"
    This species is highly threatened by overcollection of animals for the pet trade.

    
  ","['\n    This species has not been recorded from any protected areas, and there is need to establish suitably managed reserves for this species. There is a need for further general research into the distribution and natural history of this species, and to develop conservation legislation and education programmes within the species range. There is a need to regulate trade in this species, and populations of this species should be monitored to record changes in abundance and distribution.\n\n    \n  ']",Decreasing,"
    Critically Endangered


    B1ab(i,v); C2a(i)

    ",1,Vipera orlovi,yes,1142,Vipera darevskii,darevskys viper ,Animalia,Chordata,Reptilia,Squamata,Viperidae,Vipera ,Length: up to 42 cm (2),The predominant threat facing Darevskyâ??s viper is overgrazing of vegetation by domestic animals in its restricted habitat although the recently described population in Turkey may also be threatened by collection for the pet trade (1).,Darevskyâ??s viper is protected from the international pet trade in Armenia but this appears to be the extent of its current protection (1). However there is a planned transnational park between Armenia and Georgia that encompasses this speciesâ?? range and should provide some level of protection (1). ,pet; ,protected; ,1,1.0,yes,0
