_id,ltable_id,rtable_id,ltable_name,ltable_genus,ltable_family,ltable_ecology,ltable_countries,ltable_threat_paragraph,ltable_conservation_paragraph,ltable_pop_trend,ltable_status,ltable_country_count,ltable_block,rtable_Unnamed: 0,rtable_scientific_name,rtable_name,rtable_kingdom,rtable_phylum,rtable_class,rtable_order,rtable_family,rtable_genus,rtable_size,rtable_threats,rtable_conservation,rtable_threat_keywords,rtable_conservation_keywords,rtable_tCount,rtable_cCount,rtable_block
719589,4510,380,glittering demoiselle,Calopteryx,Calopterygidae,Terrestrial; Freshwater,Algeria; Morocco; Tunisia; ,"
    Water pollution, drying up of streams due to water extraction for irrigation, overgrazing and drought are major threats to the species.

    
  ","['\n    Control of water pollution and reserve establishment through policy-based actions, increasing awareness, and research into population numbers and range, biology and ecology, habitat status, threats, and trends/monitoring would be valuable.\n\n    \n  ']",Decreasing,"
    Endangered


    B2ab(ii,iii,iv,v)

    ",3,yes,380,Calopteryx exul,glittering demoiselle ,Animalia,Arthropoda,Insecta,Odonata,Calopterygidae,Calopteryx ,Male length of abdomen: 39 - 42 mm (2)Female length of abdomen: 37 - 39 mm (2)Male hind wing: 30 - 32 mm (2)Female hind wing: 32 - 36 mm (2),The glittering demoiselle is threatened by habitat loss and degradation as a result of water pollution and the drying of streams due to water-harnessing for human use irrigation climatic fluctuations and drought. All previously known populations in Algeria are now extinct due to heavy stream pollution although no recent surveys in new areas have been undertaken. The impact of habitat loss and degradation is expected to continue in the future due to expanding human populations across this species‚?? range a growing tourism industry in Tunisia and Morocco and global climatic changes (1).,There are currently no known conservation initiatives targeting the glittering demoiselle but there is an urgent need for control of water use in terms of both quantity and quality (1). ,loss;pollution; , ,2,0.0,yes
777144,7762,410,"scott's tree-kangaroo, tenkile, tenkile tree kangaroo",Dendrolagus,Macropodidae,Terrestrial,Papua New Guinea; ,"
    This species is threatened by hunting for food by local people and by habitat loss through conversion of forest to subsistence agricultural use and regional human population growth.

    
  ",['\n    There is a community-based conservation project in place for this species; this includes a local hunting moratorium in the Swelpini area (Flannery 1995).\n\n    \n  '],Decreasing,"
    Critically Endangered


    A4cd

    ",1,yes,410,Dendrolagus goodfellowi,goodfellows tree kangaroo ,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Dendrolagus ,6 to 10 kg (2),Goodfellow‚??s tree kangaroo is considered Endangered as a result of over-hunting and habitat loss (3). Hunted for its meat this species appears to be extremely vulnerable to poaching having rapidly disappeared from areas of intensive hunting even by surprisingly small human populations (6). Dwindling habitat is also a major cause for concern with forest having been destroyed due to logging mining oil exploration and agriculture. Lowland rainforest has undergone extensive clearance and those populations still surviving in highland forest have been fragmented and isolated markedly limiting their opportunity for out-breeding (3).,Its occurrence in a reasonable number of National Parks and reserves has helped ensure the survival of Goodfellow‚??s tree kangaroo as has the almost complete lack of any large tree-climbing predators or competitors (3). However there are currently no direct conservation measures in place for this endangered species which will require greater protection of its rapidly diminishing habitat and stricter restrictions to hunting if it is to recover. ,loss;hunting;poaching; , ,3,0.0,yes
2612934,5834,1381,darevsky's viper,Vipera,Viperidae,Terrestrial,Armenia (Armenia); Turkey; ,"
    The primary threat to this species is overgrazing of vegetation in it's limited habitat by domestic sheep and cattle. In Armenia the species is not significantly threatened by the international pet trade, as significant protection is given to the few populations of this species (Aram Agasyan pers. comm., March 2009). It is possible that the pet trade may represent a threat to recently described populations from Turkey, however further details are needed.

    
  ","['\n    There is a need to include this species within the Armenia Red Data Book. There is a need to establish protected areas to conserve suitable areas of habitat for the species, especially for the recently discovered population in Turkey. A transnational park covering the range of this species between Georgia and Armenia, is currently planned. There is a need to limit or exclude grazing by domestic livestock in the limited areas from which this species has been recorded. Additional surveys are needed to confirm the presence of this species in the vicinity of Posof (Turkey), to determine the presence of this species in Georgia, and to locate any additional populations of this species.\n\n    \n  ']",Decreasing,"
    Critically Endangered


    B1ab(ii,iii)+2ab(ii,iii)

    ",2,yes,1381,Vipera orlovi,orlovs viper ,Animalia,Chordata,Reptilia,Squamata,Viperidae,Vipera ,Adult length: 50+ cm (2),With a population estimated to comprise less than 250 mature individuals fragmented into poorly connected sub-populations Orlov's viper is dangerously close to becoming extinct in the wild. Like many other reptile species around the world the principal threat to its survival is the uncontrolled collection of wild specimens for the pet trade (1). The poaching of rare species is alarmingly widespread in the mountains of the Caucasus with the illegal wildlife trade being one of the main conservation concerns in the region (10).,Owing to its precarious status in the wild Orlov's viper is in dire need of a raft of immediate conservation measures. The main priorities include the establishment of reserves where this Critically Endangered snake will be protected from poaching; the development of conservation legislation particularly concerning the regulation of trade; the implementation of education programmes for local people; and further research into the species' natural history distribution and population dynamics (1). ,poaching;pet; ,protected; ,2,1.0,yes
2145978,6864,1134,blyde river cycad,Encephalartos,Zamiaceae,Terrestrial,"South Africa (Limpopo Province - Regionally Extinct, Mpumalanga); ","
    This species has suffered greatly as a result of over-collecting for ornamental purposes. Due to the few number of plants in the wild, reproductive failure is quite possible in the future. Droughts and fires also cause high mortality amongst the seedlings.

    
  ",['\n    This species is listed on Appendix I of the CITES Appendices. Most of the remaining plants are found within the Blyderivierspoort Nature Reserve.\n\n    \n  '],Decreasing,"
    Critically Endangered


    A2acd; B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v)

    ",1,yes,1134,Encephalartos hirsutus,cycad ,Plantae,Tracheophyta,Cycadopsida,Cycadales,Zamiaceae,Encephalartos ,Trunk length: up to 4.2 m (2)Trunk diameter: 35 - 40 cm (2),Over the past few decades many South African cycads have become increasingly scarce in the wild with many species now facing the very real threat of extinction. Various factors account for their decline but the main threats include illegal harvesting for horticulture food and medicine habitat loss and the spread of alien vegetation (9). Although the threats to <em>E. hirsutus</em> are not well understood with a population of less than 300 individuals restricted to an extremely small range this species is in significant danger of becoming extinct in the near future†(1) (9).,There are not known to be any specific conservation measures in place for this Critically Endangered species but like all South African cycads <em>E. hirsutus</em> is partially protected by its listing on Appendix I of CITES which permits trade only under exceptional circumstances (3). ,loss; ,cites;protected; ,1,2.0,yes
2984600,2022,1578,yellow meranti,Shorea,Dipterocarpaceae,Terrestrial,"Indonesia; Malaysia (Peninsular Malaysia, Sabah, Sarawak); Thailand; ",,['\n    Subpopulations have been found in forest reserves.\n\n    \n  '],,"
    Endangered


    A1cd

    ",3,yes,1578,Shorea contorta,white lauan ,Plantae,Tracheophyta,Magnoliopsida,Theales,Dipterocarpaceae,Shorea ,Height: up to 50 m (2)Trunk diameter: up to 182 cm (2),Numbers of white lauan have become depleted due to logging and <strong>slash-and-burn</strong> agriculture (2) (4).  The valuable timber of the white lauan is used for general construction and for furniture making (2).,The white lauan most likely occurs in a number of protected areas throughout the Philippines such as the Sierra Madre.  However despite this so-called protection illegal logging activities can continue to pose a threat (5). , ,protected; ,0,1.0,yes
2367510,7875,1251,"el hierro giant lizard, hierro giant lizard",Gallotia,Lacertidae,Terrestrial,Spain; ,"
    The major threat to this species is predation by feral cats, and possibly also by dogs and rats. A remnant population was extirpated from the Roque Chico de Salmor in the 1930s through the overcollection of animals for scientific institutions and commercial interests. Control of feral cats stopped in in 2002.

    
  ","['\n    A recovery plan for this species has been developed, and captive-breeding and reintroduction programmes are in place. The species was successfully reintroduced to the Roque Chico de Salmor in 1999, and subsequent reintroductions have taken place at Julan and at la Dehesa. Continued control of feral cats should be resumed to allow population recovery. This species is protected by national and international legislation. It is listed on Appendix I of CITES. Both la Fuga de Gorreta and the Roque Chico de Salmor are protected areas.\n\n    \n  ']",Stable,"
    Critically Endangered


    B1ab(v)+2ab(v)

    ",1,yes,1251,Gallotia simonyi,hierro giant lizard ,Animalia,Chordata,Reptilia,Squamata,Lacertidae,Gallotia ,Length: 58 cm (2),Feral rats and cats pose the most serious threat to this lizard.  Poisons used for pest control seem to be inadvertently affecting the lizard population (7).,Plans for conservation of this species are not extensive.  The United Nations and the Canary Islands Autonomous Government funded a program for the captive breeding and <strong>re-introduction</strong> of the Hierro giant lizard to its original natural habitat.  This management plan began in late 1997 and ran until early 2000 (7) (8).  Juveniles are more suitable for re-introduction as the sprint escape performance of the adult lizard is diminished by prolonged captivity (9). , ,captive breeding; ,0,1.0,yes
1012235,1548,535,"kaka-beak, lobster claw, new zealand parrot's-bill, parrot's-bill",Clianthus,Leguminosae,Terrestrial,New Zealand (North Is.); ,"
    Browsing by goats, pigs, deer and possums and the illegal collecting of seedlings have caused more recent declines in numbers.

    
  ",['\n    Most of the 200 species occur within the boundaries of Urewera National Park.\n\n    \n  '],,"
    Endangered


    D

    ",1,yes,535,Clianthus puniceus,kakabeak ,Plantae,Tracheophyta,Magnoliopsida,Fabales,Leguminosae,Clianthus ,Height: 90 ‚?? 180 cm (2)Leaf length: 7.5 - 15 cm (2)Flower length: up to 7.5 cm (2),The significant kaka-beak declines seen can probably by attributed to the combined impact of habitat destruction browsing by goats pigs deer and introduced brown snails and the fact that the species requires permanently open or early <strong>successional</strong> sites (1) (7). Due to its habitat requirements the kaka-beak was probably never a common plant and may owe its survival partly to the old-time Maori who cultivated it in their villages (6).   Today a large secure cultivated population exists although it appears to contain very limited genetic diversity (7).,Most of the 200 remaining wild specimens occur within the boundaries of the Te Urewera National Park and the extensive cultivated populations do provide potential for reintroductions. A Recovery Plan has also been devised for this popular wild shrub outlining management strategies to maintain existing populations and increase total numbers of wild plants (7). , , ,0,0.0,yes
501697,1818,265,white meranti,Shorea,Dipterocarpaceae,Terrestrial,Indonesia (Kalimantan); Malaysia (Sarawak); ,,['\n    There are subpopulations present in forest reserves.\n\n    \n  '],,"
    Endangered


    A1cd

    ",2,yes,265,Shorea platyclados,dark red meranti ,Plantae,Tracheophyta,Magnoliopsida,Theales,Dipterocarpaceae,Shorea ,Trunk diameter: up to 172 cm (2),Dipterocarp forests have become amongst the most endangered in the world widely logged for use in furniture-making general construction and boat-building (7). Furthermore the slow growth of these trees and late flowering mean that many trees are cut down before having a chance to reproduce (4).,Some subpopulations of this species are found in primary forest reserves where they receive varying levels of protection (1). Furthermore because of their high economic value there have been efforts to replant dipterocarp forests which may include species such as this dark red meranti (4). , , ,0,0.0,yes
2149761,6865,1136,wolkberg cycad,Encephalartos,Zamiaceae,Terrestrial,South Africa (Limpopo Province); ,"
    Illegal collection from wild populations has had a drastic effect on the number of plants in the wild. This may prevent reproduction from taking place.

    
  ",['\n    This species is listed on Appendix I of the CITES Appendices. This species possibly occurs in the Legalameetse Nature Reserve.\n\n    \n  '],Decreasing,"
    Critically Endangered


    A2d; C1

    ",1,yes,1136,Encephalartos whitelockii,cycad ,Plantae,Tracheophyta,Cycadopsida,Cycadales,Zamiaceae,Encephalartos ,Trunk length: 4 m (2)Trunk diameter: 35 - 40 cm (2),By far the greatest threat to <em>E. whitelockii </em>is the ongoing construction of a hydro-electric power station and an associated dam above the Mpanga Falls. The development of this new power station will almost certainly result in the elevation of this cycad‚??s Red List status as a large proportion of the population will be wiped out†(4). The activities of local communities pose an additional threat with seasonal fires and deliberate felling being particularly problematic (10).,<em>Encephalartos whitelockii </em>is partially protected by its listing on Appendix I of CITES which permits international trade in this species only under exceptional circumstances (3). In addition part of the <em>E. whitelockii</em> population occurs within the boundary of the Queen Elizabeth National Park although the integrity of some of Uganda‚?? protected areas is a moot point†(4). Owing to the increased pressure on <em>E. whitelockii</em> a local community-based conservation project is fortunately being implemented in the region. The project is aiming to raise community awareness on the conservation and importance of the species as well as to create a seed bank and nursery. The propagation of <em>E. whitelockii</em> in a nursery will provide plants for replanting in the wild to bolster the population†(10). With the population under as serious threat as it is projects like this may be critical to this species survival. , ,cites;protected; ,0,2.0,yes
1738693,4225,919,virgin islands coqui,Eleutherodactylus,Eleutherodactylidae,Terrestrial,"Virgin Islands, U.S.; Virgin Islands, British; ","
    Infrastructure development for tourism, human settlement, and road construction is a major threat. Rats and mongooses have also been introduced to the island and most likely pose a threat.

    
  ","['\n    It was previously known from a protected area on St. John, and it may occur in Virgin Gorda Peak Forest Park. The habitat of this species on Tortola and Virgin Gorda requires improved protection, and there is also a need to control invasive predators. Further survey work is needed to determine the current population status of this species.\n\n    \n  ']",Decreasing,"
    Endangered


    B1ab(iii)+2ab(iii)

    ",2,yes,919,Eleutherodactylus schwartzi,virgin islands coqui ,Animalia,Chordata,Amphibia,Anura,Leptodactylidae,Eleutherodactylus ,Female snout-vent length: up to 34 mm (2),Currently almost a quarter of all amphibian species on the British Virgin Islands are categorised as endangered indicating that the islands‚?? unique fauna is facing a wealth of threats. Habitat degradation and conversion to developments for tourism human settlements and road construction are particularly severe problems while predation from introduced mammals such as rats and mongoose also threatens many native species (6). As a result of these threats the range of the Virgin Islands coqui has become highly fragmented and there is an ongoing decline in the quality of its habitat. The small distinct population on Great Dog is particularly vulnerable. The Virgin Islands coqui also appears to be declining with the spread of the predatory Cuban tree frog (<em>Osteopilus septentrionalis</em>) (1).<em>† </em>,A number of conservation recommendations have been made to protect the native fauna of the British Virgin Islands including the creation of protected areas and minimising the impacts of development through the better enforcement of protective legislation. Increased monitoring efforts for amphibian populations may also be required given the potential for deadly diseases such as the fungus chytridiomycosis to break out on the island especially as disease has been associated with dramatic amphibian declines on nearby islands (6). Additional study and protection of the Virgin Islands coqui population on Great Dog is a conservation priority for the species while there is also a need to afford its habitat on Tortola and Virgin Gorda increased protection and control invasive predators (1) (6). , ,protected; ,0,1.0,yes
547165,2849,289,"alexandria cycad, dune cycad",Encephalartos,Zamiaceae,Terrestrial,South Africa (Eastern Cape Province); ,"
    The major threat to this species is removal by collectors. This has been the main cause of decline over the past 50 years. Some have also been destroyed by habitat destruction (bush clearing to make way for pastures).

    
  ",['\n    This species is listed on Appendix I of the CITES Appendices. Populations occur within the boundaries of the Addo National Park (formerly the Woody Cape Nature Reserve).\n\n    \n  '],Decreasing,"
    Endangered


    A2acd; B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); C1

    ",1,yes,289,Encephalartos horridus,eastern cape blue cycad ,Plantae,Tracheophyta,Cycadopsida,Cycadales,Zamiaceae,Encephalartos ,Stem length: up to 1 m (2),Over the past few decades many South African cycads have become increasingly scarce in the wild with many species now facing the very real threat of extinction. Various factors account for their decline but the main threats include illegal harvesting for horticulture food and medicine habitat loss and the spread of alien vegetation (10). Although once abundant the Eastern Cape blue cycad has suffered significant declines due to heavy harvesting of wild specimens while urban development has destroyed several populations (2) (5) (10).,There are not known to be any specific conservation measures in place for this Endangered species but like all South African cycads the Eastern Cape blue cycad is partially protected by its listing on Appendix I of CITES which permits trade only under exceptional circumstances (3). In addition on account of its increasing prevalence in nurseries and private collections there is no longer such a strong incentive to poach this species from the wild (5) (6). ,loss; ,cites;protected; ,1,2.0,yes
503600,1996,266,"white meranti, yellow meranti",Shorea,Dipterocarpaceae,Terrestrial,"Brunei Darussalam; Indonesia (Sumatera); Malaysia (Peninsular Malaysia, Sarawak); ",,,,"
    Endangered


    A1cd

    ",3,yes,266,Shorea platyclados,dark red meranti ,Plantae,Tracheophyta,Magnoliopsida,Theales,Dipterocarpaceae,Shorea ,Trunk diameter: up to 172 cm (2),Dipterocarp forests have become amongst the most endangered in the world widely logged for use in furniture-making general construction and boat-building (7). Furthermore the slow growth of these trees and late flowering mean that many trees are cut down before having a chance to reproduce (4).,Some subpopulations of this species are found in primary forest reserves where they receive varying levels of protection (1). Furthermore because of their high economic value there have been efforts to replant dipterocarp forests which may include species such as this dark red meranti (4). , , ,0,0.0,yes
2860667,5869,1512,spotted handfish,Brachionichthys,Brachionichthyidae,,<div>Indian Ocean Â_Â—Â– eastern</div>; Australia; ,,,,"
    Critically Endangered


    A1cde

    ",2,yes,1512,Brachionichthys hirsutus,spotted handfish ,Animalia,Chordata,Actinopterygii,Lophiiformes,Brachionichthyidae,Brachionichthys ,Length: 10 - 15 cm (2),The spotted handfish was common in the lower Derwent River estuary until the mid 1980s when the species underwent a catastrophic decline (2). Although unproven it is thought that the introduction of the northern Pacific seastar (<i>Asterias amurensis</i>) to Tasmania at this time may be the key to the decimation of the handfish population (3). These seastars are voracious predators of shellfish and it is thought that they may also eat the eggs of handfish or the sea squirts upon which the eggs are attached (2). The deterioration of coastal habitats due to development may also be involved in the decline (3). This species is under added threat from its vastly reduced population limited dispersal restricted distribution and low reproductive rate (3).,Just two spotted handfish were reported between 1990 and 1994; this dire state of the population led to the formation of the Spotted Handfish Recovery Team in 1996 (3). The Recovery Team consists of a number of government agencies concerned with saving this rare and bizarre fish. Research into existing wild populations and the development of captive breeding techniques are some of the priorities of the recovery plan (3). Initial work has been encouraging with successful breeding attempts from two adult pairs of spotted handfish at the Tasmanian Department of Primary Industry and Fisheries Aquaculture (2). A captive population may be used in a future <strong>re-introduction</strong> programme to restore these fish to some of their previous range (6). , ,captive breeding; ,0,1.0,yes
2123269,6722,1122,cook's holly,Ilex,Aquifoliaceae,Terrestrial,Puerto Rico; ,"
    The construction of communication towers is likely to have destroyed a large part of the original population on Cerro de Punta. Further development, road building and trampling threaten remaining plants.

    
  ",['\n    It is listed on the US Endangered Species Act.\n\n    \n  '],,"
    Critically Endangered


    C2a

    ",1,yes,1122,Ilex cookii,cooks holly ,Plantae,Tracheophyta,Magnoliopsida,Celastrales,Aquifoliaceae,Ilex ,Max height: 2-3 m (2),Having last been reviewed on the IUCN Red List in 1998 the conservation status of Cook‚??s holly is in urgent need of updating (1). The construction of communication towers on Cerro de Punta is thought to have destroyed a large part of the original population with further development and construction activities being cited as the main threat to the remaining plants (1) (3). The highly restricted range of Cook‚??s holly also makes it extremely vulnerable to natural disturbances such as landslides and hurricanes (2).,Cook‚??s holly was listed on the US Endangered Species Act in 1987 and a Recovery Plan was drawn up by the US Fish and Wildlife Service in 1991 (1) (2). Several necessary actions were outlined in the plan including: the protection and monitoring of existing populations; the undertaking of research into the species‚?? life history and reproductive biology; and the propagation of seedlings for the enhancement of existing populations and the establishment of new ones (2). However since none of these measures appear to have been implemented thus far (5) an up-to-date evaluation of the condition of the remaining plants seems to be seriously overdue. , ,endangered species act; ,0,1.0,yes
3003551,2776,1588,"germainÂ_Â—Ã¨s langur, germainÂ_Â—Ã¨s silver langur, indochinese lutung, indochinese silvered langur",Trachypithecus,Cercopithecidae,Terrestrial,Cambodia; Lao People's Democratic Republic; Myanmar; Thailand; Viet Nam; ,"
    The major threats to this species are hunting, mainly for subsistence use and traditional Â_Â—Â“medicineÂ_Â—Â?, the pet trade and habitat loss, mainly due to agricultural expansion.

    
  ","['\n    This species is listed on CITES Appendix II. It has been recorded from Phu Quoc National Park (Viet Nam), and probably still occurs in Cat Tien National Park (Viet Nam), and it occurs in several protected areas in Thailand. Further survey and taxonomic work is needed to elucidate and better understand the population status and limits of distribution of this species, and especially to resolve the status of the form ', <em>margarita</em>, ' relative to ', <em>germaini</em>, '.\n\n    \n  ']",Decreasing,"
    Endangered


    A2cd

    ",5,yes,1588,Trachypithecus poliocephalus,whiteheaded langur ,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Trachypithecus ,Male head-and-body length: 55 ‚?? 62 cm (2)Female head-and-body length: 47 ‚?? 55 cm (2)Male tail length: 82 ‚?? 89 cm (2)Female tail length: 77 ‚?? 82 cm (2)Male weight: 8 ‚?? 9.5 kg (2)Female weight: 6.7 ‚?? 8 kg (2),Granted the dubious honour of being one of the International Primatological Society‚??s ‚??World‚??s Top 25 Most Endangered Primates‚?? the white-headed langur is in the company of such conservation priorities as the Sumatran orangutan (<i>Pongo abelii</i>) and the eastern gorilla (<i>Gorilla beringei</i>) (6). The focus of conservation efforts must fall primarily on the Cat Ba Island <strong>subspecies</strong> with possibly as few as 59 individuals remaining today. This shockingly low number is the result of a massive 98% decline over the course of 40 years from between 2500 and 2800 individuals in the 1960s to just 53 in 2000. Such a dangerously small population of Cat Ba langurs gives the impression that the Chinese <strong>subspecies</strong> <i>Trachypithecus poliocephalus leucocephalus</i> is thriving with between 600 and 800 individuals alive today. This is of course far from the truth particularly as declines were recorded in the populations at Longgang National Nature Reserve and the Fusui Rare and Precious Animal Reserve in 1998 (5).,With just 53 Cat Ba langurs in the wild and two in captivity at the Endangered Primate Rescue Centre of Cuc Phuong National Park the Cat Ba Langur Conservation Project was started in 2000 by M≈±nster Zoo and the Zoological Society for the Conservation of Species and Populations (ZGAP). Given the cause of the langur‚??s decline the main aim of the project was to halt poaching with the additional intention of promoting conservation awareness amongst the inhabitants of Cat Ba Island. The project has been extremely successful in dramatically reducing deaths as a result of poaching bringing the number from 30 deaths in the eight months prior to its start to three deaths in the first four years of the project. In this time nine langurs were born and have survived. The langurs are closely monitored and protection measures are in place particularly in the newly created langur sanctuary within the National Park. This highly protected area is home to 20 individuals from a large reproducing group which are protected by a rotation of 20 rangers ‚?? an incredible ratio of one ranger to one langur. The sanctuary is visibly marked around its circumference and is inaccessible to tourists. The Cat Ba Langur Conservation Project has constructed two new ranger stations provided boats to ease patrols and has even seen the voluntary relocation of several local floating households to support the rangers (3). The Cat Ba langur also has the support of Flora and Fauna International‚??s Flagship Species Fund (5) and the Cat Hai District Women‚??s Union who implemented a project entitled ‚??Contributing to Biodiversity Conservation in Cat Ba National Park through Community Activity‚?? (7). ,fragmentation;hunting; ,protected; ,2,1.0,yes
2144091,6869,1133,venda cycad,Encephalartos,Zamiaceae,Terrestrial,South Africa (Limpopo Province); ,"
    This species is threatened due to over-collecting for ornamental purposes.

    
  ",['\n    This species is listed on Appendix I of the CITES Appendices. Plants occur (or occurred) in the Makuya National Park which forms part of the Kruger National Park.\n\n    \n  '],Decreasing,"
    Critically Endangered

      (Possibly Extinct)

    A4acd; B2ab(iii,iv,v); C1

    ",1,yes,1133,Encephalartos inopinus,cycad ,Plantae,Tracheophyta,Cycadopsida,Cycadales,Zamiaceae,Encephalartos ,Height: up to 3 m (2),Over the past few decades many South African cycads have become increasingly scarce in the wild with many species now facing the very real threat of extinction. Various factors account for their decline but the main threats include illegal harvesting for horticulture food and medicine habitat loss and the spread of alien vegetation (10). Owing to its distinctive appearance <i>E. inopinus</i> has suffered greatly from the activities of collectors with the remaining plants now scattered sparsely over its restricted range (2) (6).,There are not known to be any specific conservation measures in place for this Critically Endangered species but like all South African cycads <i>E. inopinus</i> is partially protected by its listing on Appendix I of CITES which permits trade only under exceptional circumstances (3). ,loss; ,cites;protected; ,1,2.0,yes
1477812,4426,781,la palma salamander,Bolitoglossa,Plethodontidae,Terrestrial,Costa Rica; ,"
    The species seems have become extremely rare at Monteverde, and declines that have taken place in suitable habitat could be the result of threats such as climate change or disease (possibly chytridiomycosis). Earlier reports suggested that this salamander seemed to have disappeared from Parque Nacional Poas, however populations are still present here (Federico BolaÂ’Â±os pers. comm. 2007). The species does not appear to be significantly threatened by habitat loss, as animals can be found in open areas, amongst rocks and observed crossing roads (Federico BolaÂ’Â±os pers. comm. 2007).

    
  ","['\n    Much of its range is protected by numerous national parks and private reserves, such as Parque Nacional Guanacaste. Further research is needed to determine the reasons for the decline of this species in suitable habitat.\n\n    \n  ']",Decreasing,"
    Endangered


    B1ab(v)

    ",1,yes,781,Bolitoglossa salvinii,salvins mushroomtongue salamander ,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Bolitoglossa ,Snout-vent length: 51 - 68 mm (2) (3)Tail length: c. 51 mm (2),Salvin‚??s mushroomtongue salamander was once relatively common but has undergone a decline as a result of the loss and fragmentation of its forest habitat mainly due to subsistence agriculture and wood extraction (1) (8). Since lungless salamanders need a damp environment to maintain the moist skin on which oxygen uptake depends (4) any alteration in moisture conditions poses a severe threat. Therefore although it still survives in shaded plantations and sugarcane fields any clearance of these to create more open drier habitats would have a negative impact on this species (1). Similarly climate change may also pose a threat and already appears to be causing dramatic declines in other Central American salamanders (12). Although there is not yet any direct evidence that the fungal disease chytridiomycosis has contributed to these declines its role in the decline of many other amphibian species suggests that it may also be a potential threat (12).,No specific conservation measures are currently known to be in place for Salvin‚??s mushroomtongue salamander but the maintenance of shaded habitats has been identified as being important to its long-term survival (1). The species may potentially occur within the Parque Nacional El Imposible in El Salvador although this is not yet confirmed. It is not currently known from any protected areas in Guatemala but a number of protected areas have been proposed within its range and may benefit the species in the future (1). ,loss;fragmentation;environment;disease; ,protected; ,4,1.0,yes
958320,5868,506,yanbaru whiskered bat,Myotis,Vespertilionidae,Terrestrial,Japan; ,"
    This species is threatened by deforestation.

    
  ",['\n    The species is found in forest on the US military base on Okinawa. The forest patch where it is found on Amami-oshima is a forest reserve. There is an urgent need to protect mature forest. It is listed as Critically Endangered (CR) in the Japanese Red List (2007).\n\n    \n  '],Decreasing,"
    Critically Endangered


    B1ab(ii,iii)

    ",1,yes,506,Myotis sodalis,indiana bat ,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis ,5 ‚?? 11 g (2),Recently the Indiana bat has been suffering from a decline in numbers due to a range of threats.  During <strong>hibernation</strong> the Indiana bat is vulnerable to human disturbance which can cause direct mortality or cause them to rouse and deplete their important energy reserves.  Disturbance can be in the form of researchers vandalism and the commercialization of caves allowing tourists to visit caves.  Modifications to mines and caves such as the construction of gates to restrict human access alter airflow temperature and humidity to which the Indiana bat is very sensitive; or gates may not allow sufficient flight space for the bats and thus block them from a critical <strong>hibernation</strong> site (2) (3).  As Indiana bats <strong>hibernate</strong> in very large numbers in only a few caves this makes them particularly vulnerable to disturbance and natural disasters as a large proportion of the total population can be affected by a single event (3).,As well as being classified as Endangered on the IUCN Red List 2007 (1) the Indiana bat is also listed as Endangered under the Endangered Species Act of 1973.  As an outcome of this the U.S. Fish and Wildlife Service has drawn up a recovery plan with the goal of improving the status of the Indiana bat so that it can be removed from the Endangered Species List (3).  To reach the goal a number of actions are required; conserving and managing the hibernacula and the summer habitat conducting further essential research and implementing a public information and outreach program.  Dependent on funding and the implementation of conservation actions it has been estimated that the species can fully recover by the year 2027 (3).  At present the primary conservation effort has been to control human access of caves by erecting properly designed gates that keep people from disturbing hibernating bats while maintaining temperature humidity and allowing access for bats (3). ,loss; ,endangered species act; ,1,1.0,yes
1739553,7510,919,warren's robber frog,Eleutherodactylus,Eleutherodactylidae,Terrestrial,Haiti; ,"
    Extensive habitat degradation, due to charcoaling and slash-and-burn agriculture, is taking place on Ile de la Tortue.

    
  ","[""\n    There are no protected areas on the island, and so effective protection of the species' remaining habitat is needed to ensure its persistence.\n\n    \n  ""]",Unknown,"
    Critically Endangered


    A3c

    ",1,yes,919,Eleutherodactylus schwartzi,virgin islands coqui ,Animalia,Chordata,Amphibia,Anura,Leptodactylidae,Eleutherodactylus ,Female snout-vent length: up to 34 mm (2),Currently almost a quarter of all amphibian species on the British Virgin Islands are categorised as endangered indicating that the islands‚?? unique fauna is facing a wealth of threats. Habitat degradation and conversion to developments for tourism human settlements and road construction are particularly severe problems while predation from introduced mammals such as rats and mongoose also threatens many native species (6). As a result of these threats the range of the Virgin Islands coqui has become highly fragmented and there is an ongoing decline in the quality of its habitat. The small distinct population on Great Dog is particularly vulnerable. The Virgin Islands coqui also appears to be declining with the spread of the predatory Cuban tree frog (<em>Osteopilus septentrionalis</em>) (1).<em>† </em>,A number of conservation recommendations have been made to protect the native fauna of the British Virgin Islands including the creation of protected areas and minimising the impacts of development through the better enforcement of protective legislation. Increased monitoring efforts for amphibian populations may also be required given the potential for deadly diseases such as the fungus chytridiomycosis to break out on the island especially as disease has been associated with dramatic amphibian declines on nearby islands (6). Additional study and protection of the Virgin Islands coqui population on Great Dog is a conservation priority for the species while there is also a need to afford its habitat on Tortola and Virgin Gorda increased protection and control invasive predators (1) (6). , ,protected; ,0,1.0,yes
