_id,ltable_id,rtable_id,ltable_Unnamed,ltable_name,ltable_genus,ltable_family,ltable_ecology,ltable_countries,ltable_threat_paragraph,ltable_conservation_paragraph,ltable_pop_trend,ltable_status,ltable_country_count,ltable_scientific_name,ltable_block,rtable_scientific_name,rtable_name,rtable_kingdom,rtable_phylum,rtable_class,rtable_order,rtable_family,rtable_genus,rtable_size,rtable_threats,rtable_conservation,rtable_threat_keywords,rtable_conservation_keywords,rtable_status,rtable_countries,rtable_country_count,rtable_tCount,rtable_block,label
4143489,3944,523,3944,jeweled toad,Incilius,Bufonidae,Terrestrial; Freshwater,Mexico; ,"
    The main threat is habitat loss due to agricultural expansion, wood extraction, and the expansion of plantations.

    
  ","['\n    Protection of the suburban and tropical dry areas around Acapulco represents the only chance for the survival of this species. It is protected by Mexican law under the ""Special Protection"" category (Pr).\n\n    \n  ']",Decreasing,"
    Endangered


    B1ab(iii)+2ab(iii)

    ",1,Incilius gemmifer,yes,Incilius gemmifer,jeweled toad ,Animalia,Chordata,Amphibia,Anura,Bufonidae,Incilius ,Snout-vent length: up to 8 cm (2),The main threat to the jeweled toad is habitat loss due to the spread of agriculture the expansion of plantations and wood extraction. Its population is believed to be small and declining and its highly restricted distribution puts it at particular risk of extinction (1).,The jeweled toad is legally protected in Mexico but its only real chance of survival is likely to be the effective protection of suburban and tropical dry areas around Acapulco (1). ,loss;disease;pollution; ,captive breeding;protected; ,Endangered,"['Cambodia', 'Vietnam']",2,3,yes,1
8425837,4277,1064,4277,"bluelegged mantella, tular golden frog, tular mantella, tulear golden frog",Mantella,Mantellidae,Terrestrial; Freshwater,Madagascar; ,"
    The main threat to this species is habitat loss due to grazing and fire, and in some localized regions due to mining for sapphires. It is actively sought after for the pet trade, and during the rainy season up to several thousand specimens can be collected. Such collecting might pose a major threat to the species, but this has not, as yet, been demonstrated.

    
  ","['\n    It occurs in Parque Nacional de Isalo. Trade in this species needs to be very carefully regulated, and the populations require close monitoring (Andreone ', <span style=""font-style: italic;"">et al</span>, '. 2006). It is listed on CITES Appendix II.\n\n    \n  ']",Decreasing,"
    Endangered


    B1ab(iii,v)

    ",1,Mantella expectata,yes,Mantella milotympanum,blackeared mantella ,Animalia,Chordata,Amphibia,Anura,Mantellidae,Mantella ,Length: 15 ‚?? 18 mm (2),As for many Madagascan frogs the threats to this species are serious and numerous. Having suffered massive over-collection for the pet trade in the past the black-eared mantella is now threatened by habitat loss due to increasing subsistence agriculture timber extraction charcoal manufacture livestock grazing fires human settlement and the spread of introduced eucalyptus species (1). Current studies are in act to provide a revised distribution map of the species. The abundance at some of these sites appears anyhow high enough to warrant the survivorship of the species (4).,For this species to persist trade must be carefully regulated. The black-eared mantella is currently listed on Appendix II of the Convention on International Trade in Endangered Species which bans trade without an export permit. It is not found in any protected habitat and deforestation is now the most serious threat (1). ,loss;pet; ,protected; ,Critically Endangered,[],0,2,yes,0
8879968,7253,1121,7253,,Ilex,Aquifoliaceae,,China (Yunnan); ,,,,"
    Critically Endangered


    B1ab(ii,iii,iv,v)

    ",1,Ilex machilifolia,yes,Ilex cookii,cooks holly ,Plantae,Tracheophyta,Magnoliopsida,Celastrales,Aquifoliaceae,Ilex ,Max height: 2-3 m (2),Having last been reviewed on the IUCN Red List in 1998 the conservation status of Cook‚??s holly is in urgent need of updating (1). The construction of communication towers on Cerro de Punta is thought to have destroyed a large part of the original population with further development and construction activities being cited as the main threat to the remaining plants (1) (3). The highly restricted range of Cook‚??s holly also makes it extremely vulnerable to natural disturbances such as landslides and hurricanes (2).,Cook‚??s holly was listed on the US Endangered Species Act in 1987 and a Recovery Plan was drawn up by the US Fish and Wildlife Service in 1991 (1) (2). Several necessary actions were outlined in the plan including: the protection and monitoring of existing populations; the undertaking of research into the species‚?? life history and reproductive biology; and the propagation of seedlings for the enhancement of existing populations and the establishment of new ones (2). However since none of these measures appear to have been implemented thus far (5) an up-to-date evaluation of the condition of the remaining plants seems to be seriously overdue. , ,endangered species act; ,Critically Endangered,[],0,0,yes,0
7278050,4165,919,4165,,Eleutherodactylus,Eleutherodactylidae,Terrestrial,Cuba; ,"
    The major threat to this species is habitat loss and degradation due to infrastructure development; a road has recently been built directly through the habitat of the species, and the peninsula may become a landing point for cruise ships in the future.

    
  ","['\n    It occurs in Parque Nacional Guanahacabibes, which is a well-protected area in Cuba. Protection of other tracts of suitable forest habitat where the species occurs is recommended.\n\n    \n  ']",Decreasing,"
    Endangered


    B1ab(iii)

    ",1,Eleutherodactylus guanahacabibes,yes,Eleutherodactylus schwartzi,virgin islands coqui ,Animalia,Chordata,Amphibia,Anura,Leptodactylidae,Eleutherodactylus ,Female snout-vent length: up to 34 mm (2),Currently almost a quarter of all amphibian species on the British Virgin Islands are categorised as endangered indicating that the islands‚?? unique fauna is facing a wealth of threats. Habitat degradation and conversion to developments for tourism human settlements and road construction are particularly severe problems while predation from introduced mammals such as rats and mongoose also threatens many native species (6). As a result of these threats the range of the Virgin Islands coqui has become highly fragmented and there is an ongoing decline in the quality of its habitat. The small distinct population on Great Dog is particularly vulnerable. The Virgin Islands coqui also appears to be declining with the spread of the predatory Cuban tree frog (<em>Osteopilus septentrionalis</em>) (1).<em>† </em>,A number of conservation recommendations have been made to protect the native fauna of the British Virgin Islands including the creation of protected areas and minimising the impacts of development through the better enforcement of protective legislation. Increased monitoring efforts for amphibian populations may also be required given the potential for deadly diseases such as the fungus chytridiomycosis to break out on the island especially as disease has been associated with dramatic amphibian declines on nearby islands (6). Additional study and protection of the Virgin Islands coqui population on Great Dog is a conservation priority for the species while there is also a need to afford its habitat on Tortola and Virgin Gorda increased protection and control invasive predators (1) (6). , ,protected; ,Critically Endangered,"['Dominican Republic', 'Haiti']",2,0,yes,0
7281337,7452,919,7452,,Eleutherodactylus,Eleutherodactylidae,Terrestrial,Haiti; ,"
    The primary threat to the species is severe habitat destruction, which is taking place as a result of logging by local people (charcoaling) and slash-and-burn agriculture.

    
  ","['\n    This species is known only from the Parc National Macaya; there is no active management of this area for conservation, and the habitat continues to be destroyed. Urgent site-based action is required in the Massif de la Hotte to conserve the remaining habitat in the area, in order to ensure the persistence of this species as well as other threatened amphibians known only from this area. Survey work is required to determine the population status of this species.\n\n    \n  ']",Decreasing,"
    Critically Endangered


    A3c; B1ab(iii)+2ab(iii)

    ",1,Eleutherodactylus dolomedes,yes,Eleutherodactylus schwartzi,virgin islands coqui ,Animalia,Chordata,Amphibia,Anura,Leptodactylidae,Eleutherodactylus ,Female snout-vent length: up to 34 mm (2),Currently almost a quarter of all amphibian species on the British Virgin Islands are categorised as endangered indicating that the islands‚?? unique fauna is facing a wealth of threats. Habitat degradation and conversion to developments for tourism human settlements and road construction are particularly severe problems while predation from introduced mammals such as rats and mongoose also threatens many native species (6). As a result of these threats the range of the Virgin Islands coqui has become highly fragmented and there is an ongoing decline in the quality of its habitat. The small distinct population on Great Dog is particularly vulnerable. The Virgin Islands coqui also appears to be declining with the spread of the predatory Cuban tree frog (<em>Osteopilus septentrionalis</em>) (1).<em>† </em>,A number of conservation recommendations have been made to protect the native fauna of the British Virgin Islands including the creation of protected areas and minimising the impacts of development through the better enforcement of protective legislation. Increased monitoring efforts for amphibian populations may also be required given the potential for deadly diseases such as the fungus chytridiomycosis to break out on the island especially as disease has been associated with dramatic amphibian declines on nearby islands (6). Additional study and protection of the Virgin Islands coqui population on Great Dog is a conservation priority for the species while there is also a need to afford its habitat on Tortola and Virgin Gorda increased protection and control invasive predators (1) (6). , ,protected; ,Critically Endangered,"['Dominican Republic', 'Haiti']",2,0,yes,0
8379870,5800,1058,5800,"black sea bass, giant sea bass",Stereolepis,Polyprionidae,Marine,"<div>Pacific ‚?? eastern central</div>; Mexico (Baja California, Sonora); United States (California); ","
    The major threat is from overfishing; however, the species is protected in California (this legislation also covers U.S. fishers in Mexican waters) although incidental catches are allowed (see Conservation Measures below).

    
  ","['\n    The fish has been protected in California since 1982 and protected in Mexico since 1992 (Crooke 1992). ', <br/>, ' ', <br/>, 'California State Legislature banned both commercial and recreational fishing for Giant Sea Bass in 1981 in response to the great decline in population, but it allowed two fish per angler per trip when fishing south of United States-Mexico border (Crooke 1992) and allowed one fish per trip if taken incidentally in gill or trammel net by commercial fisherman (Domeier 2001). ', <br/>, ' ', <br/>, 'The species can still be caught in Mexico (M. Domeier, pers. comm.). ', <br/>, ' ', <br/>, 'The law limited the amount of Giant Sea Bass that could be taken in Mexican waters and landed in California (could not land more than 3,000 lbs in a calendar year). The ban of inshore gill nets in California was introduced in 1990, which was considered a way to significantly reduce the incidental mortality of Giant Sea Bass (Domeier 2001).\n\n    \n  ']",Unknown,"
    Critically Endangered


    A1bd

    ",3,Stereolepis gigas,yes,Stereolepis gigas,black sea bass ,Animalia,Chordata,Actinopterygii,Perciformes,Polyprionidae,Stereolepis ,up to 255.6 kg (2),The black sea bass has been massively over-fished in both California and Mexican waters leaving this water giant Critically Endangered. Indeed so dramatic were these declines that between 1932 and 1980 commercial landings diminished from 115 tonnes biomass to 5 tonnes in Californian waters and from 363 tonnes to 12 tonnes in Mexican waters. The species‚?? limited distribution large size and aggregation in spawning areas made it an easy target for fisheries (1). Unfortunately its slow growth and late onset of sexual maturity make the fish extremely vulnerable to population collapses from over-fishing and slow to recover (5). Additionally it appears that the black sea bass may also be suffering from toxin poisoning. Sediments along the coast of California have been found to carry very high levels of toxins such as DDE and PCB with an area off the Palos Verdes peninsula thought to contain possibly the highest loads of DDE (a breakdown product of DDT) in the world‚??s oceans. The toxins cannot be broken down so as a mid-level predator black sea bass ingest the cumulative toxins in increased concentrations from the food chain below it and have been found to be carrying extremely high body burdens of DDE and PCB in southern California. The chemicals have been recorded to interfere with normal reproductive biology in other species of fish as well as amphibians reptiles and birds but more research is needed into the effects they are having on this giant fish and its process of recovery in California (3).,The black sea bass has been protected in California since 1981 and in Mexico since 1992. Both commercial and recreational fishing of this species were prohibited in California in 1981 although two fish per angler per trip are allowed to be caught south of the U.S.-Mexican border and one fish per trip to be taken incidentally by commercial fishermen. The law also limited the amount of black sea bass that could be caught in Mexican waters and landed in California (1). Although these laws have prevented commercial fishermen from targeting and profiting from these fish they have failed to protect the habitats occupied by the species from fishing and have probably done little to reduce incidental mortality since black sea bass entangled in nets have simply been discarded back into the sea (5). Indeed many fish in spawning aggregations in the summer have been caught and released frequently receiving injuries in the process (6). However the banning of gill nets in California in 1990 has probably helped significantly reduce the incidental mortality of this species and anecdotal data suggest that numbers may be beginning to rebound (1) (5). Nevertheless either voluntary or imposed seasonal and/or area closures would undoubtedly help further minimise incidental mortalities and greatly aid the recovery of this magnificent and dramatic giant of the sea (3) (6). ,fishing; ,protected; ,Critically Endangered,"['Venezuela', 'Mexico']",2,1,yes,1
8958731,6866,1131,6866,"lillie cycad, lowveld cycad",Encephalartos,Zamiaceae,Terrestrial,South Africa (Limpopo Province); ,"
    Reproductive failure may occur if more mature individuals are removed from the population.

    
  ",['\n    This species is listed on Appendix I of the CITES Appendices. The low granite hill falls within the Lillie Flora Reserve. This reserve in turn falls within the boundaries of the privately owned Selati Game Reserve.\n\n    \n  '],Decreasing,"
    Critically Endangered


    B1ab(v)+2ab(v)

    ",1,Encephalartos dyerianus,yes,Encephalartos latifrons,cycad ,Plantae,Tracheophyta,Cycadopsida,Cycadales,Zamiaceae,Encephalartos ,Stem height: up to 4.5 m (2),The few remaining wild specimens of <em>E. latifrons</em> are so widely scattered that seed-production is non-existent making this species functionally extinct in the wild (2) (5). Although its modern scarcity is at least partly attributable to habitat loss and the unscrupulous activities of collectors this species is thought to have already been naturally rare long before humans had a significant impact on its environment (2) (4) (5).,Although E. latifrons is scarce in the wild numerous specimens are known to occur in public and private collections (4). Fortunately owing to its listing on Appendix I of CITES all trade in this species is prohibited unless under exceptional circumstances (3). In an effort to increase the number of individuals occurring in the wild a propagation project is being developed with the cooperation of commercial farmers in the Eastern Cape province of South Africa. The aim is to set up a seed nursery for E. latifrons using seed collected from wild pants that have been artificially pollinated (4). ,loss;environment; ,cites; ,Critically Endangered,"['Australia', 'South Africa', 'Brazil']",3,2,yes,0
1356296,2831,171,2831,,Melocactus,Cactaceae,Terrestrial,Brazil (Bahia); ,"
    The species is threatened by small-holder and agro-industrial agriculture, cattle ranching and local collection. Man-made fires also pose a threat.

    
  ",['\n    The species occurs in the Parque Estadual Morro do Chap√©u. It\xa0is included in CITES Appendix I (CITES 2008).\n\n    \n  '],Decreasing,"
    Endangered


    B1ab(iii)

    ",1,Melocactus glaucescens,yes,Melocactus glaucescens,cactus ,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Melocactus ,Stem height: 13 - 18 cm (2)Stem diameter: 12.5 - 24 cm (2),This cactus is particularly attractive and has been highly prized by collectors over the years; it has suffered greatly from over-exploitation (1). Two of the sites where it occurs are close to a main road and are therefore easily accessible by collectors (3). <strong>Hybridisation</strong> (cross-breeding) with other <i>Melocactus</i> species also threatens the survival of this cactus in its pure form and there is evidence of widespread hybridisation at two out of the four known sites for <i>Melocactus glaucescens</i> (2). An additional threat to the species is fire which is commonly used by farmers in the area to induce re-growth of pasture for livestock grazing (2).,<i>Melocactus glaucescens</i> has been placed on Appendix I of the Convention on International Trade in Endangered Species (CITES) since 1992 effectively banning International Trade in wild plants of this cactus (3). The species has recently been given further protection by the formation of the Parque Estadual do Morro do Chap√©u; a new protected area which encompasses most of one of the known populations (2). It is also hoped that additional fieldwork will uncover further populations of this beautiful cactus; one of the known sites was discovered as recently as 2002 (2). , ,cites;protected; ,Endangered,"['Tunisia', 'Morocco', 'Algeria']",3,0,yes,1
8962632,2852,1132,2852,umbeluzi cycad,Encephalartos,Zamiaceae,Terrestrial,Mozambique; Swaziland; ,"
    Illegal removal of plants from the wild has been recorded, even within reserves.

    
  ",['\n    This species is listed on Appendix I of the CITES Appendices. Populations are protected in the Mlawula Nature Reserve in Swaziland.\n\n    \n  '],Decreasing,"
    Endangered


    B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v); C1

    ",2,Encephalartos umbeluziensis,yes,Encephalartos inopinus,cycad ,Plantae,Tracheophyta,Cycadopsida,Cycadales,Zamiaceae,Encephalartos ,Height: up to 3 m (2),Over the past few decades many South African cycads have become increasingly scarce in the wild with many species now facing the very real threat of extinction. Various factors account for their decline but the main threats include illegal harvesting for horticulture food and medicine habitat loss and the spread of alien vegetation (10). Owing to its distinctive appearance <i>E. inopinus</i> has suffered greatly from the activities of collectors with the remaining plants now scattered sparsely over its restricted range (2) (6).,There are not known to be any specific conservation measures in place for this Critically Endangered species but like all South African cycads <i>E. inopinus</i> is partially protected by its listing on Appendix I of CITES which permits trade only under exceptional circumstances (3). ,loss; ,cites;protected; ,Critically Endangered,"['Australia', 'South Africa', 'Brazil']",3,1,yes,0
6189196,7581,781,7581,,Bolitoglossa,Plethodontidae,Terrestrial,El Salvador; Honduras; ,"
    The major threat to this species is habitat loss and degradation due to the impacts of forest fires, and encroachment by subsistence farming.

    
  ","['\n    Cerro El Pital, which is the highest point in El Salvador, was declared a Biological Reserve in 1987, but on the Honduran side of the border only. Expansion of this protected area to include all of the Cerro El Pital is urgently needed.\n\n    \n  ']",Unknown,"
    Critically Endangered


    B1ab(iii)

    ",2,Bolitoglossa synoria,yes,Bolitoglossa salvinii,salvins mushroomtongue salamander ,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Bolitoglossa ,Snout-vent length: 51 - 68 mm (2) (3)Tail length: c. 51 mm (2),Salvin‚??s mushroomtongue salamander was once relatively common but has undergone a decline as a result of the loss and fragmentation of its forest habitat mainly due to subsistence agriculture and wood extraction (1) (8). Since lungless salamanders need a damp environment to maintain the moist skin on which oxygen uptake depends (4) any alteration in moisture conditions poses a severe threat. Therefore although it still survives in shaded plantations and sugarcane fields any clearance of these to create more open drier habitats would have a negative impact on this species (1). Similarly climate change may also pose a threat and already appears to be causing dramatic declines in other Central American salamanders (12). Although there is not yet any direct evidence that the fungal disease chytridiomycosis has contributed to these declines its role in the decline of many other amphibian species suggests that it may also be a potential threat (12).,No specific conservation measures are currently known to be in place for Salvin‚??s mushroomtongue salamander but the maintenance of shaded habitats has been identified as being important to its long-term survival (1). The species may potentially occur within the Parque Nacional El Imposible in El Salvador although this is not yet confirmed. It is not currently known from any protected areas in Guatemala but a number of protected areas have been proposed within its range and may benefit the species in the future (1). ,loss;fragmentation;environment;disease; ,protected; ,Critically Endangered,['Bermuda'],1,4,yes,0
777192,1522,98,1522,,Bellamya,Viviparidae,Freshwater,"Congo, The Democratic Republic of the; Zambia; ","
    This species is sensitive to increased salinity and lower oxygen levels. The genus is known to have gone extinct in other lakes as a result of changes in salinity and oxygen levels. In Lake Mweru, sedimentation is occurring as a result of natural processes. Lake Mweru is already very shallow (average 3 m), so it may dry out relatively soon (perhaps within the next 50 years). When the lake level reaches 1-2 m, monsoon rains cause extreme mixing of mud and water, resulting in deoxygenation of the lake and the death of species there.

    
  ",['\n    No conservation measures in place specific for this species. Monitoring of this and other species in Lake Mweru is necessary. Also research and implementation of measures to protect species in the lake.\n\n    \n  '],Stable,"
    Endangered


    B1ab(ii,iii)

    ",2,Bellamya crawshayi,yes,Bellamya crawshayi,bellamya ,Animalia,Mollusca,Gastropoda,Architaenioglossa,Viviparidae,Bellamya ,,While the population of <em>Bellamya crawshayi</em> is currently thought to be stable this species is <strong>endemic</strong> to a single lake that is rapidly decreasing in size as a result of environmental changes including global climate change. Lake Mweru is increasingly drying out and becoming shallower and may in fact be completely dry within the next 50 years. The lake is currently only around three metres deep on average but when it reaches between one and two metres in depth monsoon rains mix the mud and water resulting in increases in salinity and a decrease in oxygen levels. <em>Bellamya crawshayi</em> is extremely vulnerable to these changes which are already known to have caused the extinction of related species in other lakes (1).†,<em>Bellamya crawshayi </em>has not been the target of any known conservation measures. Recommended actions for this species as well as for other animals inhabiting Lake Mweru includes population monitoring and research to determine how best to mitigate the threat of climate change (1).† ,environmental;environment; , ,Endangered,['Madagascar'],1,2,yes,1
4414611,5956,557,5956,,Shorea,Dipterocarpaceae,Terrestrial,Sri Lanka; ,,,,"
    Critically Endangered


    A1cd, C2a

    ",1,Shorea zeylanica,yes,Shorea leprosula,light red meranti ,Plantae,Tracheophyta,Magnoliopsida,Theales,Dipterocarpaceae,Shorea ,Height: up to 60 m (2),Light red meranti has been heavily exploited for its valuable timber leaving populations of this threatened tree drastically reduced (1).,The light red meranti is known to occur in some forest reserves (1). , , ,Endangered,['India'],1,0,yes,0
6261717,952,791,952,,Barbus,Cyprinidae,Freshwater,Congo; ,"
    The species is threatened by deforestation caused by timber exploitation. The species is also threatened by gold mining, where this would lead to high levels of sedimentation and channelisation (it is not though that mercury will be used). An additional potential threat is the construction of a dam on the lower Kouilou, which was started before the war and stopped in 1997. It is likely to start again. It is not known if the reservoir that would be formed would impact the species.

    
  ",['\n    None known.\n\n    \n  '],Unknown,"
    Endangered


    B1ab(iii)+2ab(iii)

    ",1,Barbus stauchi,yes,Barbus serra,sawfin ,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Barbus ,up to 7 kg (3),Once widespread and abundant throughout the Olifants River system (2) recent surveys found that sawfin numbers are now dangerously low and it has disappeared entirely from parts of the main stem of the Olifants River (4).  This has been caused by introduced predatory fish primarily the smallmouth bass (<i>Micropterus dolomieu</i>) in addition to habitat degradation and fragmentation (2).  As the Olifants River region experiences hot dry summers water is extracted from the main river and its tributaries to irrigate the surrounding agricultural land.  Impoundments are also constructed to store water after the winter rainy season.  Furthermore river beds are bulldozed into wide channels to prevent the adjacent land from being flooded in the rainy season (2).  Such activities greatly alter the habitat of the sawfin and restrict its ability to move freely between different areas.,CapeNature a public institution responsible for biodiversity in the Western Cape (5) classifies the sawfin as endangered which makes it an offence to remove captured fish from rivers and dams.  CapeNature also undertakes regular surveys of the Olifants River system and has successfully cultured the sawfin since 1994.  Juveniles are then introduced to suitable natural habitats or stocked into farm dams to establish refuge populations.  Small parts of the sawfin‚??s range fall within protected areas including the Cedarberg Matjies River and Oorlogskloof Nature Reserves (2).  However to ensure the sawfin‚??s future it is vital to protect the habitat in the specific tributaries and the small section of the Olifants River mainstream where the sawfin remains abundant.  In addition efforts to prevent further introductions of alien predatory fish species are imperative (2). ,fragmentation; ,protected; ,Critically Endangered,[],0,1,yes,0
2107011,1621,266,1621,,Shorea,Dipterocarpaceae,Terrestrial,Sri Lanka; ,,,,"
    Endangered


    A1cd

    ",1,Shorea affinis,yes,Shorea platyclados,dark red meranti ,Plantae,Tracheophyta,Magnoliopsida,Theales,Dipterocarpaceae,Shorea ,Trunk diameter: up to 172 cm (2),Dipterocarp forests have become amongst the most endangered in the world widely logged for use in furniture-making general construction and boat-building (7). Furthermore the slow growth of these trees and late flowering mean that many trees are cut down before having a chance to reproduce (4).,Some subpopulations of this species are found in primary forest reserves where they receive varying levels of protection (1). Furthermore because of their high economic value there have been efforts to replant dipterocarp forests which may include species such as this dark red meranti (4). , , ,Endangered,"['Tunisia', 'Algeria', 'Morocco']",3,0,yes,0
7128415,4915,900,4915,mountain mistfrog,Litoria,Hylidae,Terrestrial; Freshwater,Australia; ,"
    The reason(s) for the decline of this species are unknown, although chytridiomycosis must be strongly suspected. Richards, McDonald and Alford (1993) reject drought, floods, habitat destruction, or pollution by pesticides, inorganic ions or heavy metals. The habitat of the species in the Wet Tropics has been protected since 1988; therefore, habitat destruction is no longer a threat (McDonald and Alford 1999). Current research is examining the possibility that disease, such as a viral infection or chytrid fungus, might have contributed to the decline of this species (Berger, Speare and Hyatt 1999). Feral pigs are a potential cause of riparian habitat damage and adult frog mortality (Richards, McDonald and Alford 1993). The activity of feral pigs has been recorded to have increased over the period 1989-1992 in an area previously inhabited by this species (Richards, McDonald and Alford 1993).

    
  ","['\n    The habitat of the species in the Wet Tropics has been protected since 1988. This species is a priority for immediate survey work to determine whether or not it still survives at the localities from which it has previously been recorded. Research is also needed into the possible reasons for the decline of the species. Given the possible threat of chytridiomycosis or some other disease, surviving individuals might need to form the basis for the establishment of an ', <em>ex-situ</em>, ' population.\n\n    \n  ']",Decreasing,"
    Critically Endangered


    D

    ",1,Litoria nyakalensis,yes,Litoria nannotis,torrent tree frog ,Animalia,Chordata,Amphibia,Anura,Hylidae,Litoria ,Male snout to vent length: 31 ‚?? 52 mm (2)Female snout to vent length: 48 ‚?? 59 mm (2)Male weight: 4.2 ‚?? 12 g (2)Female weight: 7.2 ‚?? 16 g (2),The reason for the decline of this frog is most likely due to the disease caused by the amphibian chytrid fungus (<i>Batrachochytrium dendrobatidis</i>) (9). Habitat destruction poses no threat as the Wet Tropics Heritage Area of Queensland that the torrent tree frog inhabits has been protected and undisturbed since 1988 (1) (7). The effects of drought floods and pollution have also been ruled out as contributors to the decline (1).,A recovery plan for this species has been developed (10). As the cause of its decline is uncertain the recovery plan focuses on protection of remaining populations and their habitat population monitoring and research into its ecology and the disease. Indeed unless the determinants of this decline are accurately identified and appropriately dealt with the future of this species cannot be safeguarded. ,disease;pollution; , ,Critically Endangered,"['India', 'Pakistan']",2,2,yes,0
2145929,964,271,964,"deckens sifaka, van der deckens sifaka",Propithecus,Indriidae,Terrestrial,Madagascar; ,"
    Forests within this species‚?? range are already highly fragmented, and continued habitat loss is the greatest threat to its survival. Habitat is burned to provide pasture for livestock and cut for charcoal production. Hunting is rare as the animals are protected by a very strong taboo over much of their range (leading them to become very tame as a result); however, if the taboo were to break down for whatever reason the species could disappear very rapidly.

    
  ","['\n    This species is listed on Appendix I of CITES. It is known to occur in three national parks (Baie de Baly, Tsingy de Bemaraha, and Tsingy de Namoroka), the Tsingy de Bemaraha Strict Nature Reserve, and four special reserves (Ambohijanahary, Bemarivo, Kasijy, and Maningoza). Found as well in at least one classified forest (Tsiombokibo), which provides some degree of protection. ', <strong></strong>, 'There are no specimens reported in captivity (I.J. Porton pers. comm.).\n\n    \n  ']",Decreasing,"
    Endangered


    A2cd+3cd+4cd

    ",1,Propithecus deckenii,yes,Propithecus diadema,diademed sifaka ,Animalia,Chordata,Mammalia,Primates,Indriidae,Propithecus ,4.75 ‚?? 8.5 kg (2),Like many Malagasy primates the diademed sifaka is primarily threatened by the destruction of its rainforest habitat. <strong>Primary forests</strong> are being cleared to make way for agriculture the extraction of timber and charcoal production (1) (2). Worryingly it appears that this species may be sensitive to even slight disturbances as it has vanished from areas which have suffered only a little degradation (2). This species is also hunted for food an activity which is having a serious detrimental impact even on populations that lie within supposedly protected areas (1).,The diademed sifaka occurs in a number of national parks and reserves for example Mantadia and Zahamena National Parks but unfortunately this does not always offer the species protection from the threat of hunting (1). A conservation action plan for lemurs compiled in 1992 stated that better protection of such areas is a necessary conservation action for this species (8). The plan also suggested that a captive breeding programme should be developed (8); for many years there has only been one male diademed sifaka held in captivity in Duke Lemur Centre in North Carolina USA (9). , ,captive breeding; ,Endangered,['Madagascar'],1,0,yes,0
1380024,2814,174,2814,,Mammillaria,Cactaceae,Terrestrial,Mexico (San Luis Potos√≠); ,"
    This cactus is threatened by illegal collecting, both commercial and amateur, and despite the legal measures in place this is still very evident at present. A highway was also built through one of the subpopulations. Mining of limestone for road construction is also a threat. The area is close to the state capital which is growing rapidly, hence human pressures on the area are increasing.

    
  ","['\n    This species is listed on CITES Appendix II, but there is a need to enforce the laws in the countries of destination.', <br/>, 'Twenty eight per cent of the known localities are within protected areas.', <p>This species is legally protected in Mexico by the national list of species at risk of extinction, NOM-059-SEMARNAT-2010, where it is listed under category ‚??subject to special protection‚?? (Pr; SEMARNAT 2010).</p>, ' ', <p>¬†</p>, '\n']",Decreasing,"
    Endangered


    B1ab(ii,iii,v)+2ab(ii,iii,v)

    ",1,Mammillaria aureilanata,yes,Mammillaria pectinifera,cactus ,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae(1),Mammillaria ,Stem diameter: 3 cm (2)Flower length: 2.5 cm (2),Collectors have prized this distinctive and unusual cactus over the years and well-known sites have suffered from extensive exploitation (2). Only two populations of <em>Mammillaria pectinifera</em> are currently known to persist in the wild and their position is increasingly precarious due to the small isolated number of individuals and ongoing habitat disturbance. Quarrying and the dumping of rubbish are worrying threats in the area that contains the greatest number of individual plants (2).,International trade in plants and seeds of wild origin is banned by the listing of <i>Mammillaria pectinifera</i> on Appendix I of the Convention on International Trade in Endangered Species (CITES) (3). In addition the demand for this species is being increasingly met by seed-raised plants thus reducing the pressure on wild populations (2). Further field studies are needed in the area in the hope of uncovering additional wild populations; constant monitoring of known sites is also required in order to raise the alarm for a rescue mission should this become necessary (2). , ,cites; ,Endangered,"['Dominican Republic', 'Haiti']",2,0,yes,0
