_id,ltable_id,rtable_id,ltable_Unnamed,ltable_name,ltable_genus,ltable_family,ltable_ecology,ltable_countries,ltable_threat_paragraph,ltable_conservation_paragraph,ltable_pop_trend,ltable_status,ltable_country_count,ltable_scientific_name,ltable_block,rtable_Unnamed,rtable_scientific_name,rtable_name,rtable_kingdom,rtable_phylum,rtable_class,rtable_order,rtable_family,rtable_genus,rtable_size,rtable_threats,rtable_conservation,rtable_threat_keywords,rtable_conservation_keywords,rtable_tCount,rtable_cCount,rtable_block,label
12496173,6303,1578,6303,,Shorea,Dipterocarpaceae,,Brunei Darussalam; Malaysia (Sarawak); ,,['\n    Some populations of this species occur in forest reserves.\n\n    \n  '],,"
    Critically Endangered


    A1cd

    ",2,Shorea acuta,yes,1578,Shorea contorta,white lauan ,Plantae,Tracheophyta,Magnoliopsida,Theales,Dipterocarpaceae,Shorea ,Height: up to 50 m (2)Trunk diameter: up to 182 cm (2),Numbers of white lauan have become depleted due to logging and <strong>slash-and-burn</strong> agriculture (2) (4).  The valuable timber of the white lauan is used for general construction and for furniture making (2).,The white lauan most likely occurs in a number of protected areas throughout the Philippines such as the Sierra Madre.  However despite this so-called protection illegal logging activities can continue to pose a threat (5). , ,protected; ,0,1.0,yes,0
8958731,6866,1131,6866,"lillie cycad, lowveld cycad",Encephalartos,Zamiaceae,Terrestrial,South Africa (Limpopo Province); ,"
    Reproductive failure may occur if more mature individuals are removed from the population.

    
  ",['\n    This species is listed on Appendix I of the CITES Appendices. The low granite hill falls within the Lillie Flora Reserve. This reserve in turn falls within the boundaries of the privately owned Selati Game Reserve.\n\n    \n  '],Decreasing,"
    Critically Endangered


    B1ab(v)+2ab(v)

    ",1,Encephalartos dyerianus,yes,1131,Encephalartos latifrons,cycad ,Plantae,Tracheophyta,Cycadopsida,Cycadales,Zamiaceae,Encephalartos ,Stem height: up to 4.5 m (2),The few remaining wild specimens of <em>E. latifrons</em> are so widely scattered that seed-production is non-existent making this species functionally extinct in the wild (2) (5). Although its modern scarcity is at least partly attributable to habitat loss and the unscrupulous activities of collectors this species is thought to have already been naturally rare long before humans had a significant impact on its environment (2) (4) (5).,Although E. latifrons is scarce in the wild numerous specimens are known to occur in public and private collections (4). Fortunately owing to its listing on Appendix I of CITES all trade in this species is prohibited unless under exceptional circumstances (3). In an effort to increase the number of individuals occurring in the wild a propagation project is being developed with the cooperation of commercial farmers in the Eastern Cape province of South Africa. The aim is to set up a seed nursery for E. latifrons using seed collected from wild pants that have been artificially pollinated (4). ,loss;environment; ,cites; ,2,1.0,yes,0
7270082,4112,918,4112,,Eleutherodactylus,Eleutherodactylidae,Terrestrial,Cuba; ,"
    It is threatened by habitat degradation and deforestation due to agriculture, subsistence farming, charcoaling, and tourism (both because of infrastructure development and the impact from tourists).

    
  ","['\n    It occurs in several protected areas, although these are in need of improved and strengthened management.\n\n    \n  ']",Decreasing,"
    Endangered


    B1ab(iii)

    ",1,Eleutherodactylus acmonis,yes,918,Eleutherodactylus schwartzi,virgin islands coqui ,Animalia,Chordata,Amphibia,Anura,Leptodactylidae,Eleutherodactylus ,Female snout-vent length: up to 34 mm (2),Currently almost a quarter of all amphibian species on the British Virgin Islands are categorised as endangered indicating that the islands‚?? unique fauna is facing a wealth of threats. Habitat degradation and conversion to developments for tourism human settlements and road construction are particularly severe problems while predation from introduced mammals such as rats and mongoose also threatens many native species (6). As a result of these threats the range of the Virgin Islands coqui has become highly fragmented and there is an ongoing decline in the quality of its habitat. The small distinct population on Great Dog is particularly vulnerable. The Virgin Islands coqui also appears to be declining with the spread of the predatory Cuban tree frog (<em>Osteopilus septentrionalis</em>) (1).<em>† </em>,A number of conservation recommendations have been made to protect the native fauna of the British Virgin Islands including the creation of protected areas and minimising the impacts of development through the better enforcement of protective legislation. Increased monitoring efforts for amphibian populations may also be required given the potential for deadly diseases such as the fungus chytridiomycosis to break out on the island especially as disease has been associated with dramatic amphibian declines on nearby islands (6). Additional study and protection of the Virgin Islands coqui population on Great Dog is a conservation priority for the species while there is also a need to afford its habitat on Tortola and Virgin Gorda increased protection and control invasive predators (1) (6). , ,protected; ,0,1.0,yes,0
12495977,6107,1578,6107,yellow meranti,Shorea,Dipterocarpaceae,Terrestrial,"Indonesia (Kalimantan); Malaysia (Sabah, Sarawak); ",,,,"
    Critically Endangered


    A1cd

    ",2,Shorea polyandra,yes,1578,Shorea contorta,white lauan ,Plantae,Tracheophyta,Magnoliopsida,Theales,Dipterocarpaceae,Shorea ,Height: up to 50 m (2)Trunk diameter: up to 182 cm (2),Numbers of white lauan have become depleted due to logging and <strong>slash-and-burn</strong> agriculture (2) (4).  The valuable timber of the white lauan is used for general construction and for furniture making (2).,The white lauan most likely occurs in a number of protected areas throughout the Philippines such as the Sierra Madre.  However despite this so-called protection illegal logging activities can continue to pose a threat (5). , ,protected; ,0,1.0,yes,0
5252603,4958,663,4958,,Cobitis,Cobitidae,Freshwater,Ukraine; ,"
    High levels of water abstraction, leaving very low levels of water in spring and summer. The abstraction rate is likely to increase so the river below Chornaya Gorge may end up dry. Currently the river only runs for about 1km below Chornaya Gorge in spring. Climate change also poses a threat to the species as the severity of droughts are predicted to increase.

    
  ",['\n    No information.\n\n    \n  '],Unknown,"
    Critically Endangered


    B1ab(ii,iii)+2ab(ii,iii)

    ",1,Cobitis taurica,yes,663,Cobitis calderoni,northern iberian spinedloach ,Animalia,Chordata,Actinopterygii,Cypriniformes,Cobitidae,Cobitis ,Length: up to 8.2 cm (2),The Northern Iberian spined-loach has declined in abundance and range in recent decades and has now disappeared from parts of the Duero and Ebro rivers with remaining populations also becoming more fragmented. The main threats to the species include gravel and water extraction water pollution dam construction the destruction of <strong>spawning</strong> areas and the introduction of exotic fish such as pike (<em>Esox lucius</em>) which may act as predators competitors or vectors of disease (1) (2) (3) (6) (7).,The Northern Iberian spined-loach is listed as Vulnerable in the Spanish Red Book (3) and as Endangered in the Portuguese Red Book (7). It is also listed on Annex III of the Convention on the Conservation of European Wildlife and Natural Habitats (Bern Convention) (11). ,disease;pet;pollution; , ,3,0.0,yes,0
11245115,5815,1420,5815,,Nepenthes,Nepenthaceae,Terrestrial,Thailand; ,"
    The site of the main subpopulation is scheduled for urban development in the near future. If this development proceeds, this subpopulation is likely to be destroyed, leaving only two, very poorly documented subpopulations remaining in the wild.

    
  ","['\n    No conservation actions that directly involve wild subpopulations are currently operating. None of the subpopulations of ', <em>Nepenthes suratensis</em>, ' lie within protected areas. The main subpopulation requires regular monitoring, given the threats of wild plant harvesting and imminent development of the site where it grows. The remaining two subpopulations need to be surveyed urgently in order to establish their size, ecology and potential threats they face.\n\n    \n  ']",Decreasing,"
    Critically Endangered


    A3c

    ",1,Nepenthes suratensis,yes,1420,Nepenthes clipeata,pitcher plant ,Plantae,Tracheophyta,Magnoliopsida,Nepenthales,Nepenthaceae,Nepenthes ,Length: up to 2 m (2)Pitcher height: up to 30 cm (2)Pitcher width: up to 10 cm (2),<i>Nepenthes clipeata</i> is in serious danger of becoming extinct in the wild.  This species is prized by collectors and virtually all accessible plants have been removed.  In 1995 only 15 known plants remained.  It has an extremely restricted distribution making it vulnerable to habitat loss and degradation and catastrophic events such as drought and fire.  Recently much of the vegetation on Mount Kelam was burned damaging the habitat and further reducingthe ability of <i>Nepenthes clipeata</i> to recover from over collection (2).,<i>Nepenthes clipeata</i> does not grow in any protected area or national park.  There is also no local awareness of its threatened status (2).  Although listed under Appendix II on the Convention on International Trade in Endangered Species (CITES) which limits the international export of this species (3) trade is very difficult to regulate.  There is no requirement for internationally traded <i>Nepenthes</i> to be identified down to species level and plants simply labelled as <i>Nepenthes </i>accounted for 94 percent of all exported <i>Nepenthes </i>plants between 1988 and 1993.  This needs to be remedied and urgent attention is required to close other loopholes (2).  <i>Nepenthes clipeata</i> is now being cloned from tissue culture helping to reduce the impact of private collections on the wild population (6).  Detailed field surveys are required to fully assess the exact status of this species before it disappears completely from the face of Mount Kelam (2). ,loss; ,cites;protected; ,1,2.0,yes,0
4414957,6302,557,6302,yellow meranti,Shorea,Dipterocarpaceae,Terrestrial,Indonesia (Kalimantan); Malaysia (Sabah); ,,['\n    Some populations are known to occur in forest reserves.\n\n    \n  '],,"
    Critically Endangered


    A1cd

    ",2,Shorea acuminatissima,yes,557,Shorea leprosula,light red meranti ,Plantae,Tracheophyta,Magnoliopsida,Theales,Dipterocarpaceae,Shorea ,Height: up to 60 m (2),Light red meranti has been heavily exploited for its valuable timber leaving populations of this threatened tree drastically reduced (1).,The light red meranti is known to occur in some forest reserves (1). , , ,0,0.0,yes,0
11158624,6389,1409,6389,light red meranti,Shorea,Dipterocarpaceae,Terrestrial,"Malaysia (Peninsular Malaysia, Sarawak); ",,"[""\n    It is protected under Sarawak's Wildlife Protection Bill (1990) as a major source of illipe nuts.\n\n    \n  ""]",,"
    Critically Endangered


    A1cd

    ",1,Shorea palembanica,yes,1409,Shorea almon,philippine mahogany ,Plantae,Tracheophyta,Magnoliopsida,Theales,Dipterocarpaceae,Shorea ,Height: 70 m (2)Trunk diameter: 1.6 m (2),The Philippine mahogany has become depleted due to logging and <strong>slash-and-burn</strong> farming (2).  The moderately hard and comparatively light timber is in great demand for plywood (2) (3) and is also used for furniture boat decking and for many other purposes (2).,Despite being Critically Endangered it is not clear whether any conservation measures exist for this species. , , ,0,0.0,yes,0
11260282,5152,1422,5152,attenboroughs pitcher plant,Nepenthes,Nepenthaceae,Terrestrial,Philippines; ,"
    The main threat to this species is from poaching; the mountain is relatively inaccessible to casual hikers, therefore potential for habitat destruction is limited, but the monetary value of these plants is high, particularly on the Taiwanese and Japanese markets. A nickel mine operates at the base of the mountain; currently, operations have been suspended but the area, including the summit, has been prospected for other potential mining activities.

    
  ","['\n    There are no ', <span style=""font-style: italic;"">in situ</span>, "" conservation measures currently in place for this species. Mount Victoria is subject to mining at its base and has no status as a 'Protected Area' (the local designation for National Parks). However, all plants of the genus "", <span style=""font-style: italic;"">Nepenthes</span>, ' are included in Appendix II of the Convention on International Trade in Endangered Species of Wild Fauna and Flora (CITES).\n\n    \n  ']",Unknown,"
    Critically Endangered


    B1ab(v)+2ab(v)

    ",1,Nepenthes attenboroughii,yes,1422,Nepenthes lavicola,pitcher plant ,Plantae,Tracheophyta,Magnoliopsida,Nepenthales,Nepenthaceae,Nepenthes ,Height: 3 m (2)Pitcher height: 10 cm (2)Pitcher width: 4 cm (2),<i>Nepenthes</i> species are threatened by a combination of over-collection and habitat loss (6).  In Indonesia habitat destruction is a major problem as a result of illegal and commercial logging and large agricultural projects such as rubber and oil palm plantations (7).  Sumatra has a very high rate of habitat loss with some areas losing up to 65 percent of their forest cover in the last 25 years (8).¬†Only 33.8 percent of Sumatra remains covered by <strong>primary forest</strong> and only 1.3 percent of this is upper montane vegetation in which <i>Nepenthes lavicola </i>is found.  The highly localised distribution of <i>Nepenthes lavicola</i> makes it particularly susceptible to the impacts of habitat disturbance or catastrophic environmental events such as drought or fire.  In addition highland plants such as <i>Nepenthes lavicola</i> take longer than lowland plants to recover from any disturbance as growth is slower (2).,<i>Nepenthes lavicola </i>is listed on Appendix II of the Convention of International Trade in Endangered Species (CITES) which limits international trade in this species.  However this is very difficult to regulate.  Trade in <i>Nepenthes</i> species does not need to be identified down to species level and plants simply labelled as <i>Nepenthes </i>accounted for 94 percent of exported plants between 1988 and 1993.  This needs to be remedied and urgent attention is required to close other trade loopholes. Presently over-collection does not seem to pose an extensive threat for <i>Nepenthes lavicola</i> and artificial cultivation reduces this threat further (2).  Conservation efforts can be made more effective not only by the implementation and enforcement of protective laws but also by the encouragement of artificial propagation and establishment of habitat reserves (9). ,loss;environmental;environment; ,cites; ,3,1.0,yes,0
11194611,2801,1414,2801,,Nepenthes,Nepenthaceae,Terrestrial,Indonesia (Kalimantan); ,,['\n    On CITES Appendix II.\n\n    \n  '],,"
    Endangered


    B1+2e

    ",1,Nepenthes boschiana,yes,1414,Nepenthes macrophylla,pitcher plant ,Plantae,Tracheophyta,Magnoliopsida,Nepenthales,Nepenthaceae,Nepenthes ,Length: up to 10 m (2)Pitcher height: up to 28 cm (2)Pitcher width: up to 9 cm (2),<i>Nepenthes</i> species are threatened by a combination of over-collection and habitat loss (2).  The biodiversity of Malaysia is significantly threatened by widespread habitat destruction caused by illegal and commercial logging and large agricultural projects such as rubber and oil palm plantations (7).  The Critically Endangered <i>Nepenthes macrophylla</i> has a highly localised distribution growing on only one mountain making it particularly susceptible to extinction from habitat destruction or catastrophic environmental events such as drought or fire. In addition montane species such as <i>Nepenthes macrophylla</i> take longer to recover than lowland plants after such events as growth is slower (2).,<i>Nepenthes macrophylla</i> is listed under Appendix II of the Convention on International Trade in Endangered Species (CITES) limiting the international export of this species (3).  However trade is very difficult to regulate and there is no requirement for internationally traded <i>Nepenthes</i> to be identified down to species level.  Plants simply labelled as <i>Nepenthes </i>accounted for 94 percent of all exported <i>Nepenthes </i>plants between 1988 and 1993.  This needs to be remedied and urgent attention is required to close other trade loopholes (2).  <i>Nepenthes</i> species including <i>Nepenthes macrophylla</i> are being increasingly cultivated helping to reduce the impact on wild populations.  Artificial propagation can help make conservation efforts more effective together with the establishment of more habitat reserves and the implementation and enforcement of protective laws (8). ,loss;environmental;environment; ,cites; ,3,1.0,yes,0
3095898,1133,391,1133,"gray snubnosed monkey, grey snubnosed monkey, guizhou snubnosed monkey",Rhinopithecus,Cercopithecidae,Terrestrial,China; ,"
    This species is threatened by non-targeted hunting (Bleisch 1991) and habitat loss due to forest clearing (Bleisch 1995). It is also sometimes caught in snares set for other animals (Bleisch 1995). Previously, collection of magnolia flower buds and bark (by cutting down tress) by local villagers removed a food source of this species, but this practice has reportedly ceased (Dunyan pers. comm. 2006). There is currently construction and development for tourism, including a tourist road, cable car and hotels within the nature reserve, which are a potential threat because of habitat destruction and disturbance. At lower elevations, there is continued pressure from agricultural expansion and collection of firewood. The species occurs at only a single locality, making it vulnerable to epidemic disease or catastrophes.

    
  ","['\n    This species is listed on CITES Appendix I, and as Category I under the Chinese Wildlife Protection Act, 1989. ', <br/>, 'The most urgent conservation need is to remove the threats in and around the Fanjingshan Nature Reserve. In the longer term, there is a need to survey other possible remnant forests in the vicinity, especially Jinfoshan Nature Reserve (along the border between Guizhou and Sichuan provinces), for the small possibility of other populations and also to investigate the possibility of translocation. There are also other possible sites within the Wuling Mountain range that might offer suitable habitat.', <br/>, <br/>, 'The Fanjingshan Nature Reserve maintains a captive breeding colony, and a few pairs have been sent to other centers in China. However, breeding has been slow and the future of the captive population is not considered secure (Fanjingshan National Nature Reserve 1996).\n\n    \n  ']",Decreasing,"
    Endangered


    B1ab(iii,v); C2a(ii)

    ",1,Rhinopithecus brelichi,yes,391,Rhinopithecus roxellana,golden snubnosed monkey ,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Rhinopithecus ,Head-body length: 57 - 76 cm (2)Tail length: 51 - 72 cm (2)Male weight: 15 ‚?? 39 kg (3)Female weight: 6.5 ‚?? 10 kg (3),The golden snub-nosed monkey has long been hunted for use in traditional medicines with the pelt of the species once thought to prevent rheumatism as well as for its fur and meat. Today this hunting continues with this exploitation compounded by the ongoing loss of its forest habitat (1) (2) (5).,This endearing primate is found in a number of protected areas including Baihe Nature Reserve Foping Nature Reserve Shennongjia Nature Reserve and Wanglang Nature Reserve (1). The golden snub-nosed monkey is also listed on Appendix I of the Convention on International Trade in Endangered Species (CITES) meaning that international trade in this species is prohibited (4).† ,loss;hunting; ,cites;protected; ,2,2.0,yes,0
7274993,1108,919,1108,neiba telegraph frog,Eleutherodactylus,Eleutherodactylidae,Terrestrial,Dominican Republic; Haiti; ,"
    The cloud forest habitat of this species is being destroyed at a rapid rate, even in protected areas, as a result of logging by local people (charcoaling) and slash-and-burn agriculture. The site of the type locality has restricted access, with only one road going to the area from the south (M. Landestoy pers. comm. March 2011).

    
  ","[""\n    It occurs in the protected area of Parque Nacional Sierra de Neiba in the Dominican Republic, but there is a need for improved management of this area for conservation. More information is needed on this species' distribution, population status and natural history.  The Dominican governmental agency Ministerio de Educaci√≥n Superior, Ciencia y Tecnolog√≠a (MECyT) is currently financing a three-year Dominican conservation project on threatened frogs due to climate change (RANA-RD), and which is expected to contribute towards a national Dominican amphibian conservation action plan with policy recommendations (C. Marte, M. Rodr√≠guez and L. Diaz pers. comms. March 2011).    "", <p>The  Amphibian Ark Conservation Needs Assessment process  (Amphibian Ark    2011) conducted in the joint IUCN-Amphibian Ark workshop  where this    species was reassessed identified that<span style=""font-style: italic;""> </span>further conservation actions for this taxon should include<span style=""font-style: italic;""> in situ¬†</span>conservation<span style=""font-style: italic;""></span>.</p>, <p><br/></p>, '\n']",Decreasing,"
    Endangered


    B1ab(iii)

    ",2,Eleutherodactylus notidodes,yes,919,Eleutherodactylus schwartzi,virgin islands coqui ,Animalia,Chordata,Amphibia,Anura,Leptodactylidae,Eleutherodactylus ,Female snout-vent length: up to 34 mm (2),Currently almost a quarter of all amphibian species on the British Virgin Islands are categorised as endangered indicating that the islands‚?? unique fauna is facing a wealth of threats. Habitat degradation and conversion to developments for tourism human settlements and road construction are particularly severe problems while predation from introduced mammals such as rats and mongoose also threatens many native species (6). As a result of these threats the range of the Virgin Islands coqui has become highly fragmented and there is an ongoing decline in the quality of its habitat. The small distinct population on Great Dog is particularly vulnerable. The Virgin Islands coqui also appears to be declining with the spread of the predatory Cuban tree frog (<em>Osteopilus septentrionalis</em>) (1).<em>† </em>,A number of conservation recommendations have been made to protect the native fauna of the British Virgin Islands including the creation of protected areas and minimising the impacts of development through the better enforcement of protective legislation. Increased monitoring efforts for amphibian populations may also be required given the potential for deadly diseases such as the fungus chytridiomycosis to break out on the island especially as disease has been associated with dramatic amphibian declines on nearby islands (6). Additional study and protection of the Virgin Islands coqui population on Great Dog is a conservation priority for the species while there is also a need to afford its habitat on Tortola and Virgin Gorda increased protection and control invasive predators (1) (6). , ,protected; ,0,1.0,yes,0
8152180,7645,1029,7645,"ricords ground iguana, ricords iguana, ricords rock iguana",Cyclura,Iguanidae,Terrestrial,Dominican Republic; Haiti; ,"
    The major threats to Ricord‚??s iguanas are from human activities resulting in habitat reduction and degradation (clearing of vegetation for agricultural use, charcoal production, harvesting of fuelwood and hardwoods, overbrowsing by free-ranging livestock, mining of limestone, illegal collection of live cacti for local and international trade), in combination with local subsistence hunting for food and predation from introduced carnivores (dogs, cats and mongooses).  Competition from mammalian herbivores probably also occurs.  Hunting of Ricord‚??s iguanas for food and trade has increased gradually since the mid 1970s, both for local consumption as well as at a few oriental restaurants in Santo Domingo where iguanas were offered as a speciality dish.  In the past, some hunters used to set up to 100 snare traps per day at the entrance of retreats, with 30-50% trapping success.  Although current populations no longer support the numbers harvested 15 years ago, iguanas continue to be captured opportunistically in all areas with remaining populations, except on Isla Cabritos where law enforcement is presently effective.

    
  ","['\n    Aside from occasional smuggling of animals across the Haitian border, compliance with international CITES trade regulations is effective.  Enforcement of national protective legislation in the Dominican Republic has improved during the past few years, but effective control is adversely influenced by a number of factors.  Clearing of natural habitat for development is not being prevented nor regulated and illegal hunting for food and the local pet market continues.  ', <br/>, ' ', <br/>, 'Ricord‚??s iguana is partially protected in two areas.  In the Neiba Valley, about 60% of the area supporting iguanas, including Isla Cabritos and a section of the south shore of Lake Enriquillo, is protected within the recently created Lago Enriquillo National Park.  The Isla Cabritos population has been protected within Isla Cabritos National Park since 1974.  ', <br/>, ' ', <br/>, 'In the Barahona Peninsula range, two protected areas, Parque Nacional Jaragua and the Acetillar Scenic Reserve, cover most of the remaining distribution of the species to the north and east of Cabo Rojo.  Ricord‚??s iguanas are only known from the park‚??s western boundary, where conflicts with limestone mining concessions on both sides of the park border continue to be unresolved.  Until now, no formal management has been established in the Acetillar reserve, and the habitat is impacted by a variety of activities.    ', <br/>, ' ', <br/>, 'As of November 1995 the total captive population of Ricord‚??s iguana was 5.9 individuals in two collections (Indianapolis Zoo and one private collection).  Successful captive breeding has been achieved in both, but survivorship of young has been low.  The only other significant captive breeding program was developed at the Parque Zoologico Nacional (ZooDom).  Although adversely affected by institutional problems, the program lasted for a number of years with comparable success.  Plans to re-establish the program at ZooDom have been halted since 1994 due to unfavorable institutional conditions\n\n    \n  ']",Decreasing,"
    Critically Endangered


    A1ce+2cde

    ",2,Cyclura ricordii,yes,1029,Cyclura carinata,bahamas rock iguana ,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Cyclura ,Male snout-to-vent length: up to360 mm (2)Female snout-to-vent length: up to290 mm (2)Male weight: up to1.86 kg (2)Female weight: up to1.14 kg (2),At least 13 iguana subpopulations most on relatively large islands have disappeared over the last 20 years predominantly due to ongoing habitat loss and the spread of introduced or feral mammal predators with this decline apparently accelerating (1). The primary threat in the Turks and Caicos Islands is introduced mammals such as cats dogs and rats which managed to almost completely destroy one population of 5000 iguanas on Pine Cay in just three years (5). Worryingly feral cats have recently crossed a newly formed sand spit from Pine and Water Cay to Little Water Cay an important nature reserve that was previously cat-free. Feral livestock such as goats cows donkeys and horses also pose a significant threat through competing for food altering vegetation compositions of the islands and trampling soft substrates where these iguanas borrow and nest. Development for tourism is an increasing cause of habitat loss and an additional cause for concern. The population of the Bartsch‚??s iguana subspecies on Booby Cay has been protected to a degree by the fact that the cay is not readily accessible from the settlements on Mayaguana minimising disturbance. The main immediate threat to this population on Booby Cay is the presence of goats which are over-browsing vegetation and causing extensive habitat degradation. Environmental catastrophes here such as hurricanes or storm surges also pose a very real danger (1).,Many of the Turks and Caicos Islands are protected by being encompassed in national parks nature reserves and sanctuaries a number of which support Bahamas rock iguana populations. Unfortunately many of these reserves still suffer from the effects of introduced mammals and few government resources have been allocated to maintain or enforce protection of non-marine parks (1). However the establishment of the National Trust for the Turks and Caicos Islands in 1994 has significantly increased the conservation of terrestrial wildlife. The National Trust has been granted stewardship of Little Water Cay and similar transfers of Little Ambergris and East Bay Cays are currently pending. On Little Water Cay boardwalks and observation towers have been constructed at two popular landing sites to reduce the damaging impacts of tourism and a visitation fee has been implemented with the proceeds going towards supporting conservation activities. A trapping programme to remove feral cats from Pine Water and (if necessary) Little Water Cays has also been established by the National Trust (5). ,loss;poaching;environmental;environment;pet; ,protected; ,5,1.0,yes,0
109762,6867,13,6867,,Encephalartos,Zamiaceae,Terrestrial,Uganda; ,"
    No young plants or seedlings were seen and this could indicate that the pollinator could be extinct or that fires occur too frequently. There is also evidence of collector activity.

    
  ",['\n    This species is listed on Appendix I of the CITES Appendices.\n\n    \n  '],Decreasing,"
    Critically Endangered


    B1ab(ii,iii,v)+2ab(ii,iii,v); C1

    ",1,Encephalartos equatorialis,yes,13,Encephalartos arenarius,alexandria cycad ,Plantae,Tracheophyta,Cycadopsida,Cycadales,Zamiaceae,Encephalartos ,Stem height: 1 - 2 m (2),Although it was once plentiful across its range the Alexandria cycad is now relatively rare in the wild with a population size of just 850 to 1500 mature individuals (1) (2) (7) (8). Although clearance of habitat for farming was the main cause of its decline in the early 20th century in more recent times large numbers of this species have been removed by collectors (7) (8).,There are not known to be any specific conservation measures in place for the Alexandria cycad but it is listed on Appendix I of CITES which permits trade only under exceptional circumstances (3). , ,cites; ,0,1.0,yes,0
11158548,6313,1409,6313,,Shorea,Dipterocarpaceae,Terrestrial,Indonesia (Kalimantan); Malaysia (Sarawak); ,"
    Forest degradation and logging have brought the species close to extinction. Its slow growth makes it particularly vulnerable to the affects of continual logging.

    
  ",,,"
    Critically Endangered


    A1cd, B1+2bde, C2a

    ",2,Shorea induplicata,yes,1409,Shorea almon,philippine mahogany ,Plantae,Tracheophyta,Magnoliopsida,Theales,Dipterocarpaceae,Shorea ,Height: 70 m (2)Trunk diameter: 1.6 m (2),The Philippine mahogany has become depleted due to logging and <strong>slash-and-burn</strong> farming (2).  The moderately hard and comparatively light timber is in great demand for plywood (2) (3) and is also used for furniture boat decking and for many other purposes (2).,Despite being Critically Endangered it is not clear whether any conservation measures exist for this species. , , ,0,0.0,yes,0
8884326,3696,1122,3696,,Ilex,Aquifoliaceae,,China (Guangxi); ,,,,"
    Endangered


    B2ab(ii,iii)

    ",1,Ilex peiradena,yes,1122,Ilex cookii,cooks holly ,Plantae,Tracheophyta,Magnoliopsida,Celastrales,Aquifoliaceae,Ilex ,Max height: 2-3 m (2),Having last been reviewed on the IUCN Red List in 1998 the conservation status of Cook‚??s holly is in urgent need of updating (1). The construction of communication towers on Cerro de Punta is thought to have destroyed a large part of the original population with further development and construction activities being cited as the main threat to the remaining plants (1) (3). The highly restricted range of Cook‚??s holly also makes it extremely vulnerable to natural disturbances such as landslides and hurricanes (2).,Cook‚??s holly was listed on the US Endangered Species Act in 1987 and a Recovery Plan was drawn up by the US Fish and Wildlife Service in 1991 (1) (2). Several necessary actions were outlined in the plan including: the protection and monitoring of existing populations; the undertaking of research into the species‚?? life history and reproductive biology; and the propagation of seedlings for the enhancement of existing populations and the establishment of new ones (2). However since none of these measures appear to have been implemented thus far (5) an up-to-date evaluation of the condition of the remaining plants seems to be seriously overdue. , ,endangered species act; ,0,1.0,yes,0
11205540,5815,1415,5815,,Nepenthes,Nepenthaceae,Terrestrial,Thailand; ,"
    The site of the main subpopulation is scheduled for urban development in the near future. If this development proceeds, this subpopulation is likely to be destroyed, leaving only two, very poorly documented subpopulations remaining in the wild.

    
  ","['\n    No conservation actions that directly involve wild subpopulations are currently operating. None of the subpopulations of ', <em>Nepenthes suratensis</em>, ' lie within protected areas. The main subpopulation requires regular monitoring, given the threats of wild plant harvesting and imminent development of the site where it grows. The remaining two subpopulations need to be surveyed urgently in order to establish their size, ecology and potential threats they face.\n\n    \n  ']",Decreasing,"
    Critically Endangered


    A3c

    ",1,Nepenthes suratensis,yes,1415,Nepenthes macrophylla,pitcher plant ,Plantae,Tracheophyta,Magnoliopsida,Nepenthales,Nepenthaceae,Nepenthes ,Length: up to 10 m (2)Pitcher height: up to 28 cm (2)Pitcher width: up to 9 cm (2),<i>Nepenthes</i> species are threatened by a combination of over-collection and habitat loss (2).  The biodiversity of Malaysia is significantly threatened by widespread habitat destruction caused by illegal and commercial logging and large agricultural projects such as rubber and oil palm plantations (7).  The Critically Endangered <i>Nepenthes macrophylla</i> has a highly localised distribution growing on only one mountain making it particularly susceptible to extinction from habitat destruction or catastrophic environmental events such as drought or fire. In addition montane species such as <i>Nepenthes macrophylla</i> take longer to recover than lowland plants after such events as growth is slower (2).,<i>Nepenthes macrophylla</i> is listed under Appendix II of the Convention on International Trade in Endangered Species (CITES) limiting the international export of this species (3).  However trade is very difficult to regulate and there is no requirement for internationally traded <i>Nepenthes</i> to be identified down to species level.  Plants simply labelled as <i>Nepenthes </i>accounted for 94 percent of all exported <i>Nepenthes </i>plants between 1988 and 1993.  This needs to be remedied and urgent attention is required to close other trade loopholes (2).  <i>Nepenthes</i> species including <i>Nepenthes macrophylla</i> are being increasingly cultivated helping to reduce the impact on wild populations.  Artificial propagation can help make conservation efforts more effective together with the establishment of more habitat reserves and the implementation and enforcement of protective laws (8). ,loss;environmental;environment; ,cites; ,3,1.0,yes,0
2103519,6044,265,6044,,Shorea,Dipterocarpaceae,,Malaysia (Peninsular Malaysia); ,,['\n    Some trees are also found in forest reserves in this area.\n\n    \n  '],,"
    Critically Endangered


    A1cd, C2a

    ",1,Shorea lumutensis,yes,265,Shorea platyclados,dark red meranti ,Plantae,Tracheophyta,Magnoliopsida,Theales,Dipterocarpaceae,Shorea ,Trunk diameter: up to 172 cm (2),Dipterocarp forests have become amongst the most endangered in the world widely logged for use in furniture-making general construction and boat-building (7). Furthermore the slow growth of these trees and late flowering mean that many trees are cut down before having a chance to reproduce (4).,Some subpopulations of this species are found in primary forest reserves where they receive varying levels of protection (1). Furthermore because of their high economic value there have been efforts to replant dipterocarp forests which may include species such as this dark red meranti (4). , , ,0,0.0,yes,0
