_id,ltable_id,rtable_id,ltable_name,ltable_genus,ltable_family,ltable_ecology,ltable_countries,ltable_threat_paragraph,ltable_conservation_paragraph,ltable_pop_trend,ltable_status,ltable_country_count,ltable_scientific_name,rtable_scientific_name,rtable_name,rtable_kingdom,rtable_phylum,rtable_class,rtable_order,rtable_family,rtable_genus,rtable_size,rtable_threats,rtable_conservation,rtable_threat_keywords,rtable_conservation_keywords,rtable_status,rtable_countries,rtable_country_count,rtable_tCount,_id.1,ltable_id.1,rtable_id.1,name_name_jac_qgm_3_qgm_3,name_name_jac_dlm_dc0_dlm_dc0,countries_countries_jac_qgm_3_qgm_3,countries_countries_cos_dlm_dc0_dlm_dc0,countries_countries_jac_dlm_dc0_dlm_dc0,countries_countries_mel,countries_countries_lev_dist,countries_countries_lev_sim,countries_countries_nmw,countries_countries_sw,country_count_country_count_exm,country_count_country_count_anm,country_count_country_count_lev_dist,country_count_country_count_lev_sim,status_match,country_overlap,country_count_sim,label
7281727,7842,919,"karls robber frog, stream coqui, webbedfooted coqui",Eleutherodactylus,Eleutherodactylidae,Terrestrial; Freshwater,Puerto Rico; ,"
    The main cause of the decline of this species appears to be related to the synergistic effects of chytridiomycosis and climate change, although invasive predators might also have had an impact.

    
  ","['\n    This species formerly occurred in El Yunque National Forest, but it has not been recorded recently from this area. Further survey work is required to determine the population status of this species and whether or not it survives in the wild. In view of the risk of chytridiomycosis, any surviving individuals might need to form the basis for the establishment of an ', <em>ex-situ</em>, ' population.\n\n    \n  ']",Decreasing,Critically Endangered,1,Eleutherodactylus karlschmidti,Eleutherodactylus schwartzi,virgin islands coqui ,Animalia,Chordata,Amphibia,Anura,Leptodactylidae,Eleutherodactylus ,Female snout-vent length: up to 34 mm (2),Currently almost a quarter of all amphibian species on the British Virgin Islands are categorised as endangered indicating that the islandsÃ¢?? unique fauna is facing a wealth of threats. Habitat degradation and conversion to developments for tourism human settlements and road construction are particularly severe problems while predation from introduced mammals such as rats and mongoose also threatens many native species (6). As a result of these threats the range of the Virgin Islands coqui has become highly fragmented and there is an ongoing decline in the quality of its habitat. The small distinct population on Great Dog is particularly vulnerable. The Virgin Islands coqui also appears to be declining with the spread of the predatory Cuban tree frog (<em>Osteopilus septentrionalis</em>) (1).<em>Â  </em>,A number of conservation recommendations have been made to protect the native fauna of the British Virgin Islands including the creation of protected areas and minimising the impacts of development through the better enforcement of protective legislation. Increased monitoring efforts for amphibian populations may also be required given the potential for deadly diseases such as the fungus chytridiomycosis to break out on the island especially as disease has been associated with dramatic amphibian declines on nearby islands (6). Additional study and protection of the Virgin Islands coqui population on Great Dog is a conservation priority for the species while there is also a need to afford its habitat on Tortola and Virgin Gorda increased protection and control invasive predators (1) (6). , ,protected; ,Critically Endangered,"['Dominican Republic', 'Haiti']",2,0,7281727,7842,919,0.05970149253731344,0.1111111111111111,0.0,0.0,0.0,0.5203163771712159,26,0.16129032258064513,-13.0,3.0,0,0.5,1.0,0.0,1,0.0,1,0
1356294,2829,171,,Melocactus,Cactaceae,Terrestrial,Brazil (Bahia); ,"
    The main threats for this species are loss of habitat for agriculture (small scale), ranching (small scale), urbanization and local collection.

    
  ",['\n    This cactus does not occur in any protected area.\xa0The species is included in CITES Appendix I (CITES 2008).\n\n    \n  '],Decreasing,Endangered,1,Melocactus deinacanthus,Melocactus glaucescens,cactus ,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Melocactus ,Stem height: 13 - 18 cm (2)Stem diameter: 12.5 - 24 cm (2),This cactus is particularly attractive and has been highly prized by collectors over the years; it has suffered greatly from over-exploitation (1). Two of the sites where it occurs are close to a main road and are therefore easily accessible by collectors (3). <strong>Hybridisation</strong> (cross-breeding) with other <i>Melocactus</i> species also threatens the survival of this cactus in its pure form and there is evidence of widespread hybridisation at two out of the four known sites for <i>Melocactus glaucescens</i> (2). An additional threat to the species is fire which is commonly used by farmers in the area to induce re-growth of pasture for livestock grazing (2).,<i>Melocactus glaucescens</i> has been placed on Appendix I of the Convention on International Trade in Endangered Species (CITES) since 1992 effectively banning International Trade in wild plants of this cactus (3). The species has recently been given further protection by the formation of the Parque Estadual do Morro do ChapÃÂ©u; a new protected area which encompasses most of one of the known populations (2). It is also hoped that additional fieldwork will uncover further populations of this beautiful cactus; one of the known sites was discovered as recently as 2002 (2). , ,cites;protected; ,Endangered,"['Tunisia', 'Morocco', 'Algeria']",3,0,1356294,2829,171,,,0.0,0.0,0.0,0.4078282828282829,30,0.09090909090909094,-14.0,3.0,0,0.33333333333333337,1.0,0.0,1,0.0,0,0
1722091,4536,217,central anatolian spined loach,Cobitis,Cobitidae,Freshwater,Turkey (Turkey-in-Asia); ,"
    Droughts due to over exploitation of surface and groundwater is the main threat to the species. Climate change will lead to less rainfall in the area and this will increase the pressure of an increasing human population on smaller and smaller freshwater resources used for domestic and agricultural purposes. Dams built to retain water for irrigation usually leave the downstream sections of the EregliÃÂ and MendesÃÂ dry in late summer.

    
  ","['\n', <p><span class=""st""><span lang=""EN-GB"">There is no conservation action in place for this species. One site, Melendiz, is situated in a protected area but the protection is not aimed for freshwater biodiversity. As most sites are well known and under strong pressure, there should be some siteÃÂ managementÃÂ and protection. Furthermore, the area should be better explored to seach for additional sites.</span></span></p>, '\n']",Decreasing,Endangered,1,Cobitis turcica,Cobitis turcica,cobitis ,Animalia,Chordata,Actinopterygii,Cypriniformes,Cobitidae,Cobitis ,Maximum length: 8.1 cm (2),The distribution of <em>Cobitis turcica</em> can be split into five separate populations all of which are under threat and in decline. Drought and water pollution are the main threats while competition with introduced species including <em>Sander lucioperca</em> is also thought to be affecting this species. In total <em>Cobitis turcica</em> is thought to occupy an area no greater than 500 square kilometres (1).,<em>Cobitis turcica</em> has not been the target of any known conservation measures. ,pet;pollution; , ,Endangered,"['Vietnam', 'Malaysia', 'Indonesia', 'Thailand']",4,2,1722091,4536,217,0.024390243902439025,0.0,0.015384615384615384,0.0,0.0,0.40277777777777785,40,0.16666666666666666,-15.0,5.0,0,0.25,1.0,0.0,1,0.0,0,1
7270082,4112,918,,Eleutherodactylus,Eleutherodactylidae,Terrestrial,Cuba; ,"
    It is threatened by habitat degradation and deforestation due to agriculture, subsistence farming, charcoaling, and tourism (both because of infrastructure development and the impact from tourists).

    
  ","['\n    It occurs in several protected areas, although these are in need of improved and strengthened management.\n\n    \n  ']",Decreasing,Endangered,1,Eleutherodactylus acmonis,Eleutherodactylus schwartzi,virgin islands coqui ,Animalia,Chordata,Amphibia,Anura,Leptodactylidae,Eleutherodactylus ,Female snout-vent length: up to 34 mm (2),Currently almost a quarter of all amphibian species on the British Virgin Islands are categorised as endangered indicating that the islandsÃ¢?? unique fauna is facing a wealth of threats. Habitat degradation and conversion to developments for tourism human settlements and road construction are particularly severe problems while predation from introduced mammals such as rats and mongoose also threatens many native species (6). As a result of these threats the range of the Virgin Islands coqui has become highly fragmented and there is an ongoing decline in the quality of its habitat. The small distinct population on Great Dog is particularly vulnerable. The Virgin Islands coqui also appears to be declining with the spread of the predatory Cuban tree frog (<em>Osteopilus septentrionalis</em>) (1).<em>Â  </em>,A number of conservation recommendations have been made to protect the native fauna of the British Virgin Islands including the creation of protected areas and minimising the impacts of development through the better enforcement of protective legislation. Increased monitoring efforts for amphibian populations may also be required given the potential for deadly diseases such as the fungus chytridiomycosis to break out on the island especially as disease has been associated with dramatic amphibian declines on nearby islands (6). Additional study and protection of the Virgin Islands coqui population on Great Dog is a conservation priority for the species while there is also a need to afford its habitat on Tortola and Virgin Gorda increased protection and control invasive predators (1) (6). , ,protected; ,Critically Endangered,"['Somalia', 'Kenya']",2,0,7270082,4112,918,,,0.0,0.0,0.0,0.4777777777777778,18,0.09999999999999998,-12.0,1.0,0,0.5,1.0,0.0,0,0.0,1,0
7278061,4176,919,,Eleutherodactylus,Eleutherodactylidae,Terrestrial,Cuba; ,"
    The major threat is habitat loss, due to agriculture, woodcutting, disturbance from tourists, and infrastructure development for human settlement.

    
  ","['\n    It occurs in Parque Nacional Turquino and Parque Nacional La Bayamesa, but there is no management of these areas for conservation, and habitat continues to be destroyed even within the park boundaries. Improved and strengthened management of these existing protected areas is necessary.\n\n    \n  ']",Stable,Endangered,1,Eleutherodactylus ionthus,Eleutherodactylus schwartzi,virgin islands coqui ,Animalia,Chordata,Amphibia,Anura,Leptodactylidae,Eleutherodactylus ,Female snout-vent length: up to 34 mm (2),Currently almost a quarter of all amphibian species on the British Virgin Islands are categorised as endangered indicating that the islandsÃ¢?? unique fauna is facing a wealth of threats. Habitat degradation and conversion to developments for tourism human settlements and road construction are particularly severe problems while predation from introduced mammals such as rats and mongoose also threatens many native species (6). As a result of these threats the range of the Virgin Islands coqui has become highly fragmented and there is an ongoing decline in the quality of its habitat. The small distinct population on Great Dog is particularly vulnerable. The Virgin Islands coqui also appears to be declining with the spread of the predatory Cuban tree frog (<em>Osteopilus septentrionalis</em>) (1).<em>Â  </em>,A number of conservation recommendations have been made to protect the native fauna of the British Virgin Islands including the creation of protected areas and minimising the impacts of development through the better enforcement of protective legislation. Increased monitoring efforts for amphibian populations may also be required given the potential for deadly diseases such as the fungus chytridiomycosis to break out on the island especially as disease has been associated with dramatic amphibian declines on nearby islands (6). Additional study and protection of the Virgin Islands coqui population on Great Dog is a conservation priority for the species while there is also a need to afford its habitat on Tortola and Virgin Gorda increased protection and control invasive predators (1) (6). , ,protected; ,Critically Endangered,"['Dominican Republic', 'Haiti']",2,0,7278061,4176,919,,,0.0,0.0,0.0,0.4318996415770609,28,0.09677419354838712,-22.0,2.0,0,0.5,1.0,0.0,0,0.0,1,0
7273467,7497,918,red peeping frog,Eleutherodactylus,Eleutherodactylidae,Terrestrial,Mexico; ,"
    The main threat is habitat disturbance and loss due mainly to agriculture and logging.

    
  ","['\n    The species\' range is not currently within any protected area, which means that habitat maintenance and protection is essential to ensure its persistence. Survey work to evaluate the current population status of this species is also needed. This species is protected by Mexican law under the ""Special Protection"" category (Pr).\n\n    \n  ']",Decreasing,Critically Endangered,1,Eleutherodactylus rufescens,Eleutherodactylus schwartzi,virgin islands coqui ,Animalia,Chordata,Amphibia,Anura,Leptodactylidae,Eleutherodactylus ,Female snout-vent length: up to 34 mm (2),Currently almost a quarter of all amphibian species on the British Virgin Islands are categorised as endangered indicating that the islandsÃ¢?? unique fauna is facing a wealth of threats. Habitat degradation and conversion to developments for tourism human settlements and road construction are particularly severe problems while predation from introduced mammals such as rats and mongoose also threatens many native species (6). As a result of these threats the range of the Virgin Islands coqui has become highly fragmented and there is an ongoing decline in the quality of its habitat. The small distinct population on Great Dog is particularly vulnerable. The Virgin Islands coqui also appears to be declining with the spread of the predatory Cuban tree frog (<em>Osteopilus septentrionalis</em>) (1).<em>Â  </em>,A number of conservation recommendations have been made to protect the native fauna of the British Virgin Islands including the creation of protected areas and minimising the impacts of development through the better enforcement of protective legislation. Increased monitoring efforts for amphibian populations may also be required given the potential for deadly diseases such as the fungus chytridiomycosis to break out on the island especially as disease has been associated with dramatic amphibian declines on nearby islands (6). Additional study and protection of the Virgin Islands coqui population on Great Dog is a conservation priority for the species while there is also a need to afford its habitat on Tortola and Virgin Gorda increased protection and control invasive predators (1) (6). , ,protected; ,Critically Endangered,"['Somalia', 'Kenya']",2,0,7273467,7497,918,0.0,0.0,0.0,0.0,0.0,0.3972222222222222,18,0.09999999999999998,-10.0,2.0,0,0.5,1.0,0.0,1,0.0,1,0
1286582,4352,162,,Rana,Ranidae,Terrestrial; Freshwater,"Taiwan, Province of China; ","
    The major threat to this species is habitat loss due to agriculture and infrastructure development.

    
  ","['\n    It is not recorded from any protected areas, and there is a need for improved protection of low-altitude hill forests within its range.\n\n    \n  ']",Decreasing,Endangered,1,Rana sauteri,Rana sauteri,brown frog ,Animalia,Chordata,Amphibia,Anura,Ranidae,Rana ,Male snout-vent length: 42 mm (2)Female snout-vent length: 52 mm (2),Currently this species is relatively common but its numbers are declining. It is primarily threatened by habitat loss due to agriculture and industry (11). Furthermore <em>Rana sauteri</em> is also potentially threatened by the chytrid fungus responsible for chytridiomycosis an emerging infectious disease which is detrimental to amphibian species (13).,<em>Rana sauteri</em> has not been recorded from any protected areas. Improved protection of its low-altitude forest habitat is required in order to conserve this species (1). ,loss;disease; ,protected; ,Endangered,"['Costa Rica', 'Panama']",2,2,1286582,4352,162,,,0.0,0.0,0.0,0.4552469135802469,23,0.14814814814814814,0.0,4.0,0,0.5,1.0,0.0,1,0.0,1,1
7281383,7498,919,redlegged robber frog,Eleutherodactylus,Eleutherodactylidae,Terrestrial,Dominican Republic; ,"
    It is restricted to an area suffering severe habitat destruction, largely due to the impacts of agriculture and charcoaling.

    
  ","[""\n    It's range coincides with the Parque Nacional Sierra de Bahoruco, but additional protection and maintenance of habitat in the Sierra de Bahoruco is necessary. Further survey work is also required to determine the current population status of this species.\n\n    \n  ""]",Unknown,Critically Endangered,1,Eleutherodactylus rufifemoralis,Eleutherodactylus schwartzi,virgin islands coqui ,Animalia,Chordata,Amphibia,Anura,Leptodactylidae,Eleutherodactylus ,Female snout-vent length: up to 34 mm (2),Currently almost a quarter of all amphibian species on the British Virgin Islands are categorised as endangered indicating that the islandsÃ¢?? unique fauna is facing a wealth of threats. Habitat degradation and conversion to developments for tourism human settlements and road construction are particularly severe problems while predation from introduced mammals such as rats and mongoose also threatens many native species (6). As a result of these threats the range of the Virgin Islands coqui has become highly fragmented and there is an ongoing decline in the quality of its habitat. The small distinct population on Great Dog is particularly vulnerable. The Virgin Islands coqui also appears to be declining with the spread of the predatory Cuban tree frog (<em>Osteopilus septentrionalis</em>) (1).<em>Â  </em>,A number of conservation recommendations have been made to protect the native fauna of the British Virgin Islands including the creation of protected areas and minimising the impacts of development through the better enforcement of protective legislation. Increased monitoring efforts for amphibian populations may also be required given the potential for deadly diseases such as the fungus chytridiomycosis to break out on the island especially as disease has been associated with dramatic amphibian declines on nearby islands (6). Additional study and protection of the Virgin Islands coqui population on Great Dog is a conservation priority for the species while there is also a need to afford its habitat on Tortola and Virgin Gorda increased protection and control invasive predators (1) (6). , ,protected; ,Critically Endangered,"['Dominican Republic', 'Haiti']",2,0,7281383,7498,919,0.0,0.0,0.41025641025641024,0.0,0.0,0.8543010752688173,12,0.6129032258064516,8.0,18.0,0,0.5,1.0,0.0,1,1.0,1,0
4414906,6251,557,light red meranti,Shorea,Dipterocarpaceae,Terrestrial,"Indonesia (Kalimantan, Sumatera); Malaysia (Peninsular Malaysia, Sabah, Sarawak); ",,,,Critically Endangered,2,Shorea johorensis,Shorea leprosula,light red meranti ,Plantae,Tracheophyta,Magnoliopsida,Theales,Dipterocarpaceae,Shorea ,Height: up to 60 m (2),Light red meranti has been heavily exploited for its valuable timber leaving populations of this threatened tree drastically reduced (1).,The light red meranti is known to occur in some forest reserves (1). , , ,Endangered,['India'],1,0,4414906,6251,557,0.7727272727272727,1.0,0.0125,0.0,0.0,0.5388437217705511,79,0.03658536585365857,-70.0,3.0,0,0.5,1.0,0.0,0,0.0,1,0
1785455,4580,225,"carbonera pupfish, perrito de carbonera",Cyprinodon,Cyprinodontidae,,Mexico; ,,,,Endangered,1,Cyprinodon fontinalis,Cyprinodon elegans,comanche springs pupfish ,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Cyprinodontidae,Cyprinodon ,Maximum length: 62mm (2),The small range of the Comanche Springs pupfish means that small changes in the environment can lead to drastic reductions in the overall population size. The main threat to this species is thought to be habitat loss which is occurring due to excessive groundwater pumping for agriculture (1). The Comanche Spring pupfish has become locally extinct in the spring where it was discovered due to groundwater extraction (1) and excessive water removal is still a problem in the area as much more water being removed than being replaced by rainfall (3). Other threats to this species include competition and <strong>hybridisation</strong> with non-native species such as the sheepshead minnow (<em>Cyprinodon variegatus</em>) (14). An especially large population of this <strong>invasive</strong> fish lives in Lake Balmorhea and the upstream dispersal of this population is proving to be detrimental to the Comanche Springs pupfish (15).,Current conservation efforts for this species are focussed on moderating water level fluctuations and removing <strong>invasive</strong> species (1). A man-made refugium and cienega were constructed in Balmorhea State Park in 1996 in an attempt to provide the Comanche Springs pupfish with a habitat that is not at risk of being drained (15). This wetland area has been located within the boundaries of the natural cienega in an effort to make it resemble and function similarly to the original habitat of this species (16). This conservation measure has proved to be a success and the area is now home to the worldÃ¢??s largest Comanche Springs pupfish population. Additionally it is hoped that the removal of the <strong>invasive</strong> sheepshead minnow will help the Comanche Springs pupfish population to recover by eliminating unnatural competition (17). ,loss;environment;invasive;pet; , ,Endangered,['Australia'],1,4,1785455,4580,225,0.12962962962962962,0.0,0.0,0.0,0.0,0.0,13,0.0,-5.0,1.0,1,1.0,0.0,1.0,1,0.0,1,0
2107434,2044,266,dark red meranti,Shorea,Dipterocarpaceae,,Indonesia (Sumatera); Malaysia; Philippines; ,,['\n    The tree occurs in some primary forest reserves.\n\n    \n  '],,Endangered,3,Shorea ovata,Shorea platyclados,dark red meranti ,Plantae,Tracheophyta,Magnoliopsida,Theales,Dipterocarpaceae,Shorea ,Trunk diameter: up to 172 cm (2),Dipterocarp forests have become amongst the most endangered in the world widely logged for use in furniture-making general construction and boat-building (7). Furthermore the slow growth of these trees and late flowering mean that many trees are cut down before having a chance to reproduce (4).,Some subpopulations of this species are found in primary forest reserves where they receive varying levels of protection (1). Furthermore because of their high economic value there have been efforts to replant dipterocarp forests which may include species such as this dark red meranti (4). , , ,Endangered,"['Tunisia', 'Algeria', 'Morocco']",3,0,2107434,2044,266,0.7619047619047619,1.0,0.013333333333333334,0.0,0.0,0.4117845117845118,37,0.1777777777777778,-4.0,7.0,1,1.0,0.0,1.0,1,0.0,1,0
7692921,7456,971,les cayes robber frog,Eleutherodactylus,Eleutherodactylidae,Terrestrial,Haiti; ,"
    The primary threat to the species is severe habitat destruction, which is taking place as a result of logging by local people (charcoaling) and slash-and-burn agriculture.

    
  ","['\n    Although it occurs in the Parc National Macaya, there is no management of this area for conservation, and the habitat continues to be destroyed. Urgent site-based action is required in the Massif de la Hotte to conserve the remaining habitat in the area, in order to ensure the persistence of this species as well as other threatened amphibians known only from this area. Survey work is also required to determine the population status of this species.\n\n    \n  ']",Unknown,Critically Endangered,1,Eleutherodactylus eunaster,Eleutherodactylus wightmanae,wightmans robber frog ,Animalia,Chordata,Amphibia,Anura,Leptodactylidae,Eleutherodactylus ,Female snout-vent length: 2 cm (2),Already restricted in range WightmanÃ¢??s robber frog populations are in a continuing decline estimated to be greater that 50 percent of the population over a ten year period (1). Threats to this species and its habitat include urban pollution land clearing forest burning and deforestation (1) (4).Â ,Despite not being the target of any known conservation measures WightmanÃ¢??s robber frog is afforded a degree of protection in a number of well-managed protected areas. A major conservation priority for this species is further research into determining the cause of its decline (1). There is also a need for implementing a monitoring programme of populations such that trends and responses to changes in habitat as well as climate change and natural disturbances such as hurricanes can be assessed (8). ,disease;pollution; ,protected; ,Critically Endangered,"['Turkey', 'Greece', 'Mauritania']",3,2,7692921,7456,971,0.3142857142857143,0.4,0.0,0.0,0.0,0.3907563025210084,30,0.11764705882352945,-23.0,2.0,0,0.33333333333333337,1.0,0.0,1,0.0,0,0
2103734,6259,265,"philippine mahogany, white lauan",Shorea,Dipterocarpaceae,Terrestrial,Philippines; ,,,,Critically Endangered,1,Shorea palosapis,Shorea platyclados,dark red meranti ,Plantae,Tracheophyta,Magnoliopsida,Theales,Dipterocarpaceae,Shorea ,Trunk diameter: up to 172 cm (2),Dipterocarp forests have become amongst the most endangered in the world widely logged for use in furniture-making general construction and boat-building (7). Furthermore the slow growth of these trees and late flowering mean that many trees are cut down before having a chance to reproduce (4).,Some subpopulations of this species are found in primary forest reserves where they receive varying levels of protection (1). Furthermore because of their high economic value there have been efforts to replant dipterocarp forests which may include species such as this dark red meranti (4). , , ,Endangered,['Seychelles'],1,0,2103734,6259,265,0.0,0.0,0.0,0.0,0.0,0.4061355311355312,12,0.1428571428571429,1.0,2.0,1,1.0,0.0,1.0,0,0.0,1,0
6864363,2058,867,,Adansonia,Bombacaceae,,Madagascar; ,"
    This region of northern Madagascar is considerably disturbed by fire and the extraction of firewood and timber. Seed predation by rats also appears to be limiting the chances of population recruitment.

    
  ",,,Endangered,1,Adansonia perrieri,Adansonia suarezensis,suarez baobab ,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Adansonia ,Height: up to 25 m (2),While there are no extant wild animals that appear particularly partial to the nutritious pulp of the Suarez baobab fruit humans have for a long time harvested the fruit as a source of food (5). Excessive harvesting of fruit is just one explanation along with increased predation by burgeoning wild pig and rat populations and the absence of seed dispersal agents for the lack of regeneration at all but one locality (2) (5). Unfortunately all the localities where the Suarez baobab is found are being rapidly degraded by deforestation for timber firewood and charcoal including the only remaining regenerating population which is under increasing threat from a growing mining town (5).,Despite being one of the most endangered of Madagascan baobabs the Suarez baobab is the only species that is not protected within a reserve (5). In recent years the Madagascan government has pledged to triple the size of protected areas within the country including increasing the amount of forest under protection by five million hectares (6). It is hoped that this initiative will see the endangered Suarez baobab finally come under the formal protection it so desperately needs (7). , ,protected; ,Critically Endangered,['Ethiopia'],1,0,6864363,2058,867,,,0.0,0.0,0.0,0.3888888888888889,12,0.0,0.0,1.0,1,1.0,0.0,1.0,0,0.0,1,0
8879437,6722,1121,cooks holly,Ilex,Aquifoliaceae,Terrestrial,Puerto Rico; ,"
    The construction of communication towers is likely to have destroyed a large part of the original population on Cerro de Punta. Further development, road building and trampling threaten remaining plants.

    
  ",['\n    It is listed on the US Endangered Species Act.\n\n    \n  '],,Critically Endangered,1,Ilex cookii,Ilex cookii,cooks holly ,Plantae,Tracheophyta,Magnoliopsida,Celastrales,Aquifoliaceae,Ilex ,Max height: 2-3 m (2),Having last been reviewed on the IUCN Red List in 1998 the conservation status of CookÃ¢??s holly is in urgent need of updating (1). The construction of communication towers on Cerro de Punta is thought to have destroyed a large part of the original population with further development and construction activities being cited as the main threat to the remaining plants (1) (3). The highly restricted range of CookÃ¢??s holly also makes it extremely vulnerable to natural disturbances such as landslides and hurricanes (2).,CookÃ¢??s holly was listed on the US Endangered Species Act in 1987 and a Recovery Plan was drawn up by the US Fish and Wildlife Service in 1991 (1) (2). Several necessary actions were outlined in the plan including: the protection and monitoring of existing populations; the undertaking of research into the speciesÃ¢?? life history and reproductive biology; and the propagation of seedlings for the enhancement of existing populations and the establishment of new ones (2). However since none of these measures appear to have been implemented thus far (5) an up-to-date evaluation of the condition of the remaining plants seems to be seriously overdue. , ,endangered species act; ,Critically Endangered,[],0,0,8879437,6722,1121,0.6875,1.0,0.0,0.0,0.0,0.0,13,0.0,-11.0,0.0,0,0.0,1.0,0.0,1,0.0,1,1
109766,6871,13,munchs cycad,Encephalartos,Zamiaceae,Terrestrial,Mozambique; ,"
    This species has been affected by over-collecting for ornamental purposes. Reproductive failure may also be a problem as there are not many plants left in the wild.

    
  ",['\n    This species is listed on Appendix I of the CITES Appendices.\n\n    \n  '],Decreasing,Critically Endangered,1,Encephalartos munchii,Encephalartos arenarius,alexandria cycad ,Plantae,Tracheophyta,Cycadopsida,Cycadales,Zamiaceae,Encephalartos ,Stem height: 1 - 2 m (2),Although it was once plentiful across its range the Alexandria cycad is now relatively rare in the wild with a population size of just 850 to 1500 mature individuals (1) (2) (7) (8). Although clearance of habitat for farming was the main cause of its decline in the early 20th century in more recent times large numbers of this species have been removed by collectors (7) (8).,There are not known to be any specific conservation measures in place for the Alexandria cycad but it is listed on Appendix I of CITES which permits trade only under exceptional circumstances (3). , ,cites; ,Endangered,['Japan'],1,0,109766,6871,13,0.13793103448275862,0.3333333333333333,0.0,0.0,0.0,0.39814814814814814,11,0.08333333333333337,-2.0,1.0,1,1.0,0.0,1.0,0,0.0,1,0
2103585,6110,265,light red meranti,Shorea,Dipterocarpaceae,Terrestrial,Malaysia (Sarawak); ,,,,Critically Endangered,1,Shorea rotundifolia,Shorea platyclados,dark red meranti ,Plantae,Tracheophyta,Magnoliopsida,Theales,Dipterocarpaceae,Shorea ,Trunk diameter: up to 172 cm (2),Dipterocarp forests have become amongst the most endangered in the world widely logged for use in furniture-making general construction and boat-building (7). Furthermore the slow growth of these trees and late flowering mean that many trees are cut down before having a chance to reproduce (4).,Some subpopulations of this species are found in primary forest reserves where they receive varying levels of protection (1). Furthermore because of their high economic value there have been efforts to replant dipterocarp forests which may include species such as this dark red meranti (4). , , ,Endangered,['Seychelles'],1,0,2103585,6110,265,0.35714285714285715,0.5,0.0,0.0,0.0,0.3702380952380953,19,0.05000000000000005,-5.0,2.0,1,1.0,0.0,1.0,0,0.0,1,0
4860788,978,614,,Melanopsis,Melanopsidae,Freshwater,Morocco; ,"
    The habitat is under threat of degradation, as it is found near large towns with increasing urbanisation, and deviation of water flow. A major threat to this species is shell-collecting.

    
  ",['\n    No information available.\n\n    \n  '],Unknown,Endangered,1,Melanopsis magnifica,Melanopsis etrusca,melanopsis ,Animalia,Mollusca,Gastropoda,Sorbeoconcha,Melanopsidae,Melanopsis ,,Removal of water from the sites in which <em>Melanopsis etrusca</em> lives is a major threat to this species (1) as it is unable to withstand desiccation (2). A large subpopulation located on a farm at Poggetti Vecchi is at high risk of extinction as a result of temporary drainage of the pool in which this <strong>mollusc</strong> species is found (1).,<em>Melanopsis etrusca </em>is a protected species in Tuscany and is listed under Annexes A and B of the Tuscany Regional Law 56/2000. This means that the species itself is protected and that its protection may require the designation of a Regional Important Site at the locations where it remains (1). ,invasive;pet; ,protected; ,Endangered,['French Polynesia'],1,2,4860788,978,614,,,0.0,0.0,0.0,0.3814814814814815,17,0.15000000000000002,-8.0,2.0,1,1.0,0.0,1.0,1,0.0,1,0
7140271,941,902,,Barbus,Cyprinidae,Freshwater,Burkina Faso; Ghana; Nigeria; ,"
    The main threats to this fish are effluents from mining activities in the White Volta. These may introduce dangerous elements such as mercury and arsenic, and poisonous compounds like cyanide into the water, and these may lead to massive fish kills. In addition, invasive aquatic weeds are impacting the species habitat. Deforestation in the Sokoto.

    
  ",['\n    There is a conservation policy in place in Ghana (Inland fisheries policy; Wetlands Management Strategy).\n\n    \n  '],Unknown,Endangered,3,Barbus bawkuensis,Barbus treurensis,treur river barb ,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Barbus ,Male head-body length: 98mm (2)Female head-body length: 108mm (2),The main reason for the decline of the Treur River barb population is believed to have been the introduction of predatoryÂ <strong>alien</strong>Â fish stock species (3). In particular introduced predators such as the rainbow trout (<em>Oncorhynchus mykiss</em>) and small mouth bass (<em>Microterus dolomieu</em>) have had a major impact on this species when they were introduced to the Treur River (1) (3).,In 1970 the only area in which the Treur River barb occured Bendigospruit was declared an International Biological ProgramÂ (IBP) conservation site. This status restricted practices such as the introduction of new fish or bird species to the area and this has reduced disturbances to the stream and therefore to the Treur River barb (5). The land owners of the site also have their own conservation plan which includes clearing invasive plant species near the river bank (3). , , ,Critically Endangered,"['Greece', 'Albania']",2,0,7140271,941,902,,,0.0,0.0,0.0,0.37936507936507935,26,0.1333333333333333,-5.0,2.0,0,0.6666666666666667,1.0,0.0,0,0.0,1,0
